Label,Date,ID_main,youTube,timeStamp,Speaker,French,party,seconds,english,floor
310,2017-03-23,2017 03 23 9,https://youtu.be/z07djd1xK_Q,41M 41S,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",0,CPC,9.4,"Even the most out-of-touch Hollywood celebrity would blush at this type of spending, and 17 hundred bucks to feed a family of five on a three hour flight.","Even the most out-of-touch Hollywood celebrity would blush at this type of spending, and 17 hundred bucks to feed a family of five on a three hour flight."
311,2017-03-20,2017 03 20 0,https://youtu.be/XcQdZSQxEqw,3M 27S,"Hon. Candice Bergen (Portage—Lisgar, CPC)",0,CPC,8.51,"They are shutting down debate, they are ramming through legislation, and we have a Prime Minister who does not want to answer questions directly on his ethical lapses.","They are shutting down debate, they are ramming through legislation, and we have a Prime Minister who does not want to answer questions directly on his ethical lapses."
312,2017-03-20,2017 03 20 1,https://youtu.be/lTtUuTh5M6g,6M 11S,"Hon. Thomas Mulcair (Outremont, NDP)",0,NDP,4.57,Their plan also seems to include the privatization of Canadian airports. ,Their plan also seems to include the privatization of Canadian airports. 
313,2017-03-20,2017 03 20 2,https://youtu.be/t17hLQEFcFE,10M 44S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,LIB,13.35,"The fact is that, on Wednesday, everyone will see a budget focused on the growth of the middle class and on the assistance that Canadians so sorely need after 10 years of Conservative government.","La réalité, c'est que mercredi, tout le monde va voir un budget axé sur la croissance de la classe moyenne et sur l'aide dont les Canadiens ont tant besoin après 10 ans de gouvernement conservateur."
314,2017-03-20,2017 03 20 3,https://youtu.be/ckzZHWcvzFI,20M 0S,"Hon. Ginette Petitpas Taylor (Parliamentary Secretary to the Minister of Finance, Lib.)",1,LIB,4.16,"Mr. Speaker, my thanks to my colleague for his question."," Monsieur le Président, je tiens à remercier mon collègue de sa question."
315,2017-03-20,2017 03 20 4,https://youtu.be/FkAocP2tjFQ,35M 19S,"L’hon. Mélanie Joly (ministre du Patrimoine canadien, Lib.)",1,LIB,13.21,"  Of course, we launched public consultations last year to consider all the repercussions that digital services have on the entire Canadian cultural ecosystem.","Bien entendu, nous avons lancé des consultations publiques au cours de la dernière année pour repenser toutes les répercussions qu'ont les services numériques sur l'entièreté de l'écosystème dans le domaine culturel canadien."
316,2017-03-20,2017 03 20 5,https://youtu.be/WTGV13YNqU0,37M 53S,"Mr. Glen Motz (Medicine Hat—Cardston—Warner, CPC)",0,CPC,10.15,Last week it was revealed that the Prime Minister also used the non-partisan Privy Council Office and its staff to support those same campaign events.,Last week it was revealed that the Prime Minister also used the non-partisan Privy Council Office and its staff to support those same campaign events.
317,2017-03-20,2017 03 20 6,https://youtu.be/HwmcODHywJY,38M 5S,"Mr. Glen Motz (Medicine Hat—Cardston—Warner, CPC)",0,CPC,9.47,Will the Prime Minister confirm that he is using Privy Council Office resources to again help campaign in the upcoming five by-elections?,Will the Prime Minister confirm that he is using Privy Council Office resources to again help campaign in the upcoming five by-elections?
318,2017-03-20,2017 03 20 7,https://youtu.be/cZ4rv395iuQ,39M 17S,"Ms. Anju Dhillon (Dorval—Lachine—LaSalle, Lib.)",1,LIB,9.19,Can the Minister of International Development and La Francophonie inform the House of the details of this major announcement?,Est-ce que la ministre du Développement international et de la Francophonie peut informer la Chambre des détails de cette importante annonce?
319,2017-03-20,2017 03 20 8,https://youtu.be/0qJvOlW1o5c,43M 38S,"M. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, PCC)",1,CPC,16.41,"Now, Jean Boyle, a former general and the former vice president of international business at Boeing when the Super Hornet was being developed, is saying that NORAD will use its best planes, either the F-35 or the F-22, and not fourth generation jets like the Super Hornet, to protect the North.","Maintenant, c'est Jean Boyle, un ancien général et vice-président responsable des affaires internationales de Boeing au moment où le Super Hornet était en développement, qui estime que le NORAD utilisera ses meilleurs appareils, soit le F-35 ou le F-22, et non des jets de quatrième génération comme le Super Hornet, pour assurer la protection du Nord."
320,2017-03-20,2017 03 20 9,https://youtu.be/-6SUWCW3ZAU,44M 30S,"Mr. Xavier Barsalou-Duval (Pierre-Boucher—Les Patriotes—Verchères, BQ)",1,BQ,11.3,"Mr. Speaker, today in the Superior Court of Quebec begins the court challenge of Bill 99, the law that recognizes the right of the people of Quebec to independence.","Monsieur le Président, aujourd'hui commence à la Cour supérieure du Québec la contestation judiciaire de la loi 99, la loi qui reconnaît au peuple québécois son droit à l'indépendance."
321,2017-03-08,2017 03 08 0,https://youtu.be/648gPxRj1Mo,12M 56S,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",0,LIB,5.39,This government has committed to making more opportunities for under-represented groups. ,This government has committed to making more opportunities for under-represented groups. 
322,2017-03-08,2017 03 08 1,https://youtu.be/E84wE2PZnkA,18M 52S,"Ms. Hélène Laverdière (Laurier—Sainte-Marie, NDP)",1,NDP,7.15,We all know that women do not have equal rights in Saudi Arabia. ,Nous savons tous et toutes que les femmes ne disposent pas de droits égaux en Arabie saoudite. 
323,2017-03-08,2017 03 08 2,https://youtu.be/ZC3NxGQxst4,22M 44S,"Ms. Marilyn Gladu (Sarnia—Lambton, CPC)",0,CPC,2.25,His ministers are now taking their cue from him.,His ministers are now taking their cue from him.
324,2017-03-08,2017 03 08 3,https://youtu.be/ztWykYSXvtE,24M 28S,"L’hon. Bardish Chagger (leader du gouvernement à la Chambre des communes et ministre de la Petite Entreprise et du Tourisme, Lib.)",1,LIB,10.01,"We are going to keep working for Canadians every day, and I encourage the member to work with us so that we can get more done together.","Nous allons continuer à travailler pour les Canadiens et les Canadiennes chaque jour, et j'encourage la députée à travailler avec nous pour que nous puissions mieux travailler ensemble."
325,2017-03-08,2017 03 08 4,https://youtu.be/6RFAuwa7dNs,24M 57S,"Ms. Georgina Jolibois (Desnethé—Missinippi—Churchill River, NDP)",0,NDP,8.17,"Worse, northern families do not have access to proper information due to unreliable Internet and other crucial services.","Worse, northern families do not have access to proper information due to unreliable Internet and other crucial services."
326,2017-03-08,2017 03 08 5,https://youtu.be/oWADVxIR0bc,35M 59S,"Hon. Michelle Rempel (Calgary Nose Hill, CPC)",1,CPC,9.06,"Mr. Speaker, we know that the funding to help many Syrian refugees resettle runs out this month. ","Monsieur le Président, nous savons que, ce mois-ci, le financement reçu par de nombreux réfugiés syriens pour leur réinstallation est épuisé."
327,2017-03-08,2017 03 08 6,https://youtu.be/zDh67tQgWis,37M 28S,"Hon. Michelle Rempel (Calgary Nose Hill, CPC)",0,CPC,8.31,How much will the government pay in Canadian taxpayers' dollars to support its ill-fated refugee plan?,How much will the government pay in Canadian taxpayers' dollars to support its ill-fated refugee plan?
328,2017-03-08,2017 03 08 7,https://youtu.be/Z2uuXTXhGeg,39M 36S,"Ms. Linda Lapointe (Rivière-des-Mille-Îles, Lib.)",1,LIB,9.47,"Mr. Speaker, on March 2, the Minister of International Development and La Francophonie said, “Sexual and reproductive health and rights are human rights.","Monsieur le Président, le 2 mars, la ministre du Développement international et de la Francophonie déclarait: « La santé et les droits sexuels et reproductifs sont un droit fondamental."
329,2017-03-08,2017 03 08 8,https://youtu.be/vQDqkBvBf3Q,42M 5S,"Mme Anne Minh-Thu Quach (Salaberry—Suroît, NPD)",1,NDP,10.08," Out of 4,000 runaways at youth centres in Quebec, 76% are girls, and 30% of them have been sexually exploited or exposed to prostitution. ","Sur 4 000 fugues survenues dans les centres jeunesse du Québec, 76 % ont été faites par des filles, et 30 % d'entre elles sont exploitées sexuellement ou ont été exposées à la prostitution."
330,2017-03-08,2017 03 08 9,https://youtu.be/jir-ZC-Y5eM,45M 33S,"Ms. Elizabeth May (Saanich—Gulf Islands, GP)",0,GRN,13.21,"This has been brought into play by the bill I submitted in the 41st Parliament, unanimously supported in the House and the Senate, and continues to be strongly supported by members on all sides of this House.","This has been brought into play by the bill I submitted in the 41st Parliament, unanimously supported in the House and the Senate, and continues to be strongly supported by members on all sides of this House."
331,2017-02-24,2017 02 24 0,https://youtu.be/YlqqlQUOWz0,5M 31S,"Mr. Luc Berthold (Mégantic—L'Érable, CPC)",1,CPC,5.52,"Seriously. For 15 months now, the Liberals have done absolutely nothing for the 200,000 Canadians who work hard in our forestry industry.","Sérieusement, pendant 15 mois, on n'a rien fait pour les 200 000 Canadiens qui travaillent fort dans notre industrie forestière."
332,2017-02-24,2017 02 24 1,https://youtu.be/uH12Soj16D8,7M 13S,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",0,LIB,10.15,"Mr. Speaker, our government is committed to maintaining a refugee system that maintains our tradition of providing compassion to those seeking safety and security in our country.","Mr. Speaker, our government is committed to maintaining a refugee system that maintains our tradition of providing compassion to those seeking safety and security in our country."
333,2017-02-24,2017 02 24 2,https://youtu.be/6Tl2GdeeVqE,8M 44S,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",0,LIB,5.25,"How would that be good for the 400,000 people who cross that border every day?","How would that be good for the 400,000 people who cross that border every day?"
334,2017-02-24,2017 02 24 3,https://youtu.be/9n2-9JOr2qE,14M 1S,"Mr. David Lametti (Parliamentary Secretary to the Minister of Innovation, Science and Economic Development, Lib.)",0,LIB,2.04,This is a good deal for Canada.,This is a good deal for Canada.
335,2017-02-24,2017 02 24 4,https://youtu.be/4mC2HlY1nt0,15M 52S,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",0,CPC,11.24,"While it is far from clear that this deal will be good for Canada, we know that Chinese billionaires have been very good to the Liberal Party of Canada at $1,500 per person cash for access fundraisers.","While it is far from clear that this deal will be good for Canada, we know that Chinese billionaires have been very good to the Liberal Party of Canada at $1,500 per person cash for access fundraisers."
336,2017-02-24,2017 02 24 5,https://youtu.be/A8R85kZ4Sb4,23M 36S,"Hon. Jean-Yves Duclos (Minister of Families, Children and Social Development, Lib.)",0,LIB,34.12,"Mr. Speaker, I am pleased to have this opportunity to speak a bit about the agenda we have for seniors, a very strong agenda, and not only for this generation of seniors, many of whom are being taken out of poverty through the increase in the guaranteed income supplement and the lowering of the age of eligibility to 65 years—100,000 seniors will not need to enter into severe poverty—but also through the enhancement of the Canada pension plan, which is going to take 300,000 future seniors out of income vulnerability.","Mr. Speaker, I am pleased to have this opportunity to speak a bit about the agenda we have for seniors, a very strong agenda, and not only for this generation of seniors, many of whom are being taken out of poverty through the increase in the guaranteed income supplement and the lowering of the age of eligibility to 65 years—100,000 seniors will not need to enter into severe poverty—but also through the enhancement of the Canada pension plan, which is going to take 300,000 future seniors out of income vulnerability."
337,2017-02-24,2017 02 24 6,https://youtu.be/FwPVnAE0qlM,42M 4S,"Mrs. Karen McCrimmon (Parliamentary Secretary to the Minister of Transport, Lib.)",0,LIB,17.23,"That is the reason why the Minister of Transport met with various law enforcement officials to emphasize just how reckless this action is and to ask for the public's help when they see something like this happening, for them to call 911 and let police officials know. ","That is the reason why the Minister of Transport met with various law enforcement officials to emphasize just how reckless this action is and to ask for the public's help when they see something like this happening, for them to call 911 and let police officials know. "
338,2017-02-24,2017 02 24 7,https://youtu.be/R3n7N8X2zEQ,42M 43S,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",0,LIB,6.06,"Mr. Speaker, our government is proud of Canada's tradition of compassion toward those who are fleeing war and persecution.","Mr. Speaker, our government is proud of Canada's tradition of compassion toward those who are fleeing war and persecution."
339,2017-02-24,2017 02 24 8,https://youtu.be/cRhhVBJ9OpQ,48M 56S,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",1,LIB,18.18,"I am listening and I am prepared to work with my federal colleagues, the City of Quebec, the province, and the staff at Parks Canada in order to ensure that the public and anyone who is interested can access the artifacts in a timely manner."," Je suis à l'écoute et je suis prête à travailler avec mes collègues du fédéral, avec la Ville de Québec, la province, ainsi que le personnel de Parcs Canada, afin de nous assurer que le public et toutes les parties intéressées sont en mesure d'accéder, en temps opportun, aux artéfacts."
340,2017-02-24,2017 02 24 9,https://youtu.be/BPC654Xj8jc,48M 57S,"Hon. Hunter Tootoo (Nunavut, Ind.)",0,IND,4.16," Mr. Speaker, my question is for the Prime Minister."," Mr. Speaker, my question is for the Prime Minister."
341,2017-02-21,2017 02 21 0,https://youtu.be/5mREwUVHGe4,5M 47S,"Ms. Hélène Laverdière (Laurier—Sainte-Marie, NDP)",1,NDP,8.18,"The Prime Minister clearly told refugees that Canada would welcome them, but he is refusing to put his money where his mouth is.","Le premier ministre a dit clairement aux réfugiés que le Canada les accueillerait, mais il refuse toujours de joindre l'acte à la parole."
342,2017-02-21,2017 02 21 1,https://youtu.be/7acyyXEWmVU,6M 53S,"Ms. Jenny Kwan (Vancouver East, NDP)",0,NDP,9.54,"Clearly, the Conservatives had no plan, and while the Liberals sound welcoming, they have implemented absolutely zero measures to address this situation. ","Clearly, the Conservatives had no plan, and while the Liberals sound welcoming, they have implemented absolutely zero measures to address this situation. "
343,2017-02-21,2017 02 21 2,https://youtu.be/AaiyybolckQ,8M 38S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",0,LIB,17.09,"Mr. Speaker, Canadians expect their government to do two things: to stand up for Canadian values and continue to talk about the openness and the strength with which we engage with the world and also to have a strong working relationship with the American government and officials","Mr. Speaker, Canadians expect their government to do two things: to stand up for Canadian values and continue to talk about the openness and the strength with which we engage with the world and also to have a strong working relationship with the American government and officials"
344,2017-02-21,2017 02 21 3,https://youtu.be/jv_FshKqZ40,11M 0S,"L’hon. Bill Morneau (ministre des Finances, Lib.)",1,LIB,6.27,"We introduced the Canada child benefit, which will help nine out of 10 families by giving them more money.","Nous avons intstauré l'Allocation canadienne pour enfants, qui aidera neuf familles sur dix en leur accordant plus d'argent."
345,2017-02-21,2017 02 21 4,https://youtu.be/B0hO6wXaYXM,13M 28S,"Hon. Pierre Poilievre (Carleton, CPC)",0,CPC,12.05,"Mr. Speaker, we know from Statistics Canada data that carbon taxes disproportionately harm those with the least, because they must spend roughly one-third more of their household income on the items that will be taxed.","Mr. Speaker, we know from Statistics Canada data that carbon taxes disproportionately harm those with the least, because they must spend roughly one-third more of their household income on the items that will be taxed."
346,2017-02-21,2017 02 21 5,https://youtu.be/g1WfCcbHTGE,16M 21S,"M. Gérard Deltell (Louis-Saint-Laurent, PCC)",1,CPC,6.06,"Will he, yes or no, impose more taxes on Canadians and job creators, the creators of wealth, the entrepreneurs?","Est-ce que, oui ou non, il va imposer davantage les Canadiens et les créateurs d'emplois, les créateurs de richesse, les entrepreneurs?"
347,2017-02-21,2017 02 21 6,https://youtu.be/F9kXFRAoX_k,24M 19S,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",0,LIB,17.36,"As Commissioner Paulson told the hon. member earlier today, the RCMP, the CBSA, the IRCC, and other Canadian agencies are working seamlessly and relentlessly together to achieve the objectives of border integrity and public safety.","As Commissioner Paulson told the hon. member earlier today, the RCMP, the CBSA, the IRCC, and other Canadian agencies are working seamlessly and relentlessly together to achieve the objectives of border integrity and public safety."
348,2017-02-21,2017 02 21 7,https://youtu.be/oDIa3NRo3AI,32M 50S,"Hon. Judy Foote (Minister of Public Services and Procurement, Lib.)",0,LIB,7.57,"We are no more in favour of what is happening with the Phoenix payroll system than the employees who are impacted, but we are going to fix the problem.","We are no more in favour of what is happening with the Phoenix payroll system than the employees who are impacted, but we are going to fix the problem."
349,2017-02-21,2017 02 21 8,https://youtu.be/MnVGRB3PGKQ,36M 22S,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",0,CPC,6.27,"With escalating Russian aggression, our Ukrainian allies are concerned that the Liberals have turned their backs on them again. ","With escalating Russian aggression, our Ukrainian allies are concerned that the Liberals have turned their backs on them again. "
350,2017-02-21,2017 02 21 9,https://youtu.be/6zdMlFCkbjU,36M 53S,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",0,CPC,5.52,Why are the Liberals not standing shoulder to shoulder with Ukraine in its fight against Putin's proxies?,Why are the Liberals not standing shoulder to shoulder with Ukraine in its fight against Putin's proxies?
351,2017-02-15,2017 02 15 0,https://youtu.be/bl8s1IOc0uU,1M 9S,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",0,CPC,1.3,My question is simple. ,My question is simple. 
352,2017-02-15,2017 02 15 1,https://youtu.be/ZGQW1tsqRKc,5M 15S,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",0,LIB,14.03,I can assure the hon. member that all full-time employees will have their jobs available to them one hour away in Edmonton and the new location will have more immigration processing and more jobs.,I can assure the hon. member that all full-time employees will have their jobs available to them one hour away in Edmonton and the new location will have more immigration processing and more jobs.
353,2017-02-15,2017 02 15 2,https://youtu.be/DG0wORpmSUs,19M 32S,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",0,CPC,7.57,"When will the Prime Minister admit that he broke the law, and finally answer Canadians' questions about his unethical behaviour?","When will the Prime Minister admit that he broke the law, and finally answer Canadians' questions about his unethical behaviour?"
354,2017-02-15,2017 02 15 3,https://youtu.be/ASYivuQ1JxA,23M 31S,"Mr. Don Davies (Vancouver Kingsway, NDP)",0,NDP,15.18,"Mr. Speaker, after the last election there was hope that we would see a renewed collaborative approach to health care funding, but 18 months later, all we have seen is a divide and conquer tactic from the Liberal government, and 90% of Canadians remain with no national health accord.","Mr. Speaker, after the last election there was hope that we would see a renewed collaborative approach to health care funding, but 18 months later, all we have seen is a divide and conquer tactic from the Liberal government, and 90% of Canadians remain with no national health accord."
355,2017-02-15,2017 02 15 4,https://youtu.be/qowqv71eM_U,25M 51S,"Mr. T.J. Harvey (Tobique—Mactaquac, Lib.)",0,LIB,7.01,"Mr. Speaker, as we celebrate Canada's Agriculture Day this week, there is no better time to reflect on the importance of youth in agriculture.","Mr. Speaker, as we celebrate Canada's Agriculture Day this week, there is no better time to reflect on the importance of youth in agriculture."
356,2017-02-15,2017 02 15 5,https://youtu.be/_ZAiF6oXT5Y,26M 17S,"Mr. T.J. Harvey (Tobique—Mactaquac, Lib.)",0,LIB,8.03,Could the Parliamentary Secretary to the Minister of Agriculture and Agri-Food please inform the House on what he is doing to support youth in agriculture across this country?,Could the Parliamentary Secretary to the Minister of Agriculture and Agri-Food please inform the House on what he is doing to support youth in agriculture across this country?
357,2017-02-15,2017 02 15 6,https://youtu.be/4D3-CYWBP48,37M 48S,"Mrs. Sylvie Boucher (Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix, CPC)",1,CPC,11.16,When will the Minister of Justice finally keep her promise and show consideration and respect for the victims and their families?,Quand la ministre de la Justice va-t-elle enfin honorer sa promesse et tenir compte des victimes et de leurs familles et les respecter?
358,2017-02-15,2017 02 15 7,https://youtu.be/sLEKb-F67kQ,40M 42S,"Hon. Judy Foote (Minister of Public Services and Procurement, Lib.)",0,LIB,14.58,"Mr. Speaker, while the government's payroll system ensures that 300,000 employees get paid every two weeks, there are public service employees who are experiencing pay difficulties in some categories, and that is totally unacceptable. ","Mr. Speaker, while the government's payroll system ensures that 300,000 employees get paid every two weeks, there are public service employees who are experiencing pay difficulties in some categories, and that is totally unacceptable. "
359,2017-02-15,2017 02 15 8,https://youtu.be/VbOVvn0p9_A,41M 48S,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",0,LIB,7.29,"Mr. Speaker, I take very seriously the obligation to protect our natural environment. ","Mr. Speaker, I take very seriously the obligation to protect our natural environment. "
360,2017-02-15,2017 02 15 9,https://youtu.be/oQVu3F6aUkk,43M 5S,"Hon. Jane Philpott (Minister of Health, Lib.): ",1,LIB,6.13,This initiative together with others shows that our government is fully implementing Jordan's principle.,Cette initiative et d'autres démontrent que notre gouvernement met entièrement en oeuvre le principe de Jordan.
361,2017-02-10,2017 02 10 0,https://youtu.be/EQYEFQNylO0,3M 3S,"Hon. Jean-Yves Duclos (Minister of Families, Children and Social Development, Lib.)",0,LIB,13.21,"One thing that is certainly well known is that we have put into place a reduction in middle-class taxes, benefiting nine million middle-class taxpayers, and increasing taxes on the top 1% of Canadians.","One thing that is certainly well known is that we have put into place a reduction in middle-class taxes, benefiting nine million middle-class taxpayers, and increasing taxes on the top 1% of Canadians."
362,2017-02-10,2017 02 10 1,https://youtu.be/t3pKRUQtRB0,5M 21S,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",1,CPC,3.07,I do not really understand how they can see that as a good thing. ,Je ne comprends vraiment pas comment ils trouvent que cela peut être bon. 
363,2017-02-10,2017 02 10 2,https://youtu.be/SqK95k8ThJo,7M 36S,"Mr. Murray Rankin (Victoria, NDP)",0,NDP,4.43,"The Prime Minister promised to change all that, and then he broke that promise.","The Prime Ministerpromised to change all that, and then he broke that promise."
364,2017-02-10,2017 02 10 3,https://youtu.be/YOd577zNZkA,9M 51S,"Ms. Yvonne Jones (Parliamentary Secretary to the Minister of Indigenous and Northern Affairs, Lib.)",0,LIB,8.31," In addition, I want to point out that some of the projects highlighted in the report yesterday are near completion, despite what the report says."," In addition, I want to point out that some of the projects highlighted in the report yesterday are near completion, despite what the report says."
365,2017-02-10,2017 02 10 4,https://youtu.be/JHnsIgtTPkI,11M 7S,"Ms. Yvonne Jones (Parliamentary Secretary to the Minister of Indigenous and Northern Affairs, Lib.)",0,LIB,16.27,"We are hoping that this inquiry will also make recommendations on urgent action that is needed, such as the known root causes, with investments in women's shelters, housing, education, and children across indigenous Canada.","We are hoping that this inquiry will also make recommendations on urgent action that is needed, such as the known root causes, with investments in women's shelters, housing, education, and children across indigenous Canada."
366,2017-02-10,2017 02 10 5,https://youtu.be/p0R16kCS1QI,22M 5S,"Mr. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, CPC)",0,CPC,13.49,"Mr. Speaker, in an Order Paper question the defence minister said, “All Canadian Armed Forces personnel serving at all Operation IMPACT Kuwait locations received Tax Relief effective 5 Oct 2014...to 1 Sept 2016.” ","Mr. Speaker, in an Order Paper question the defence minister said, “All Canadian Armed Forces personnel serving at all Operation IMPACT Kuwait locations received Tax Relief effective 5 Oct 2014...to 1 Sept 2016.” "
367,2017-02-10,2017 02 10 6,https://youtu.be/TFrcK8G4QRM,33M 40S,"Mr. Steven MacKinnon (Parliamentary Secretary to the Minister of Public Services and Procurement, Lib.)",1,LIB,12.19,I cannot believe that members across the floor have the nerve to ask us questions about this massive problem they created. ,Je suis très incrédule face à un parti politique qui nous a légué un problème de cette ampleur et dont les députés se lèvent maintenant à la Chambre pour nous poser des questions.
368,2017-02-10,2017 02 10 7,https://youtu.be/J4zvG_mmfvw,35M 3S,"Mr. Steven MacKinnon (Parliamentary Secretary to the Minister of Public Services and Procurement, Lib.)",0,LIB,10.35,"I can reassure the member that public servants will get paid, overpayments will be corrected, and public servants will enjoy a modern pay system, but it is no thanks to the Conservatives.","I can reassure the member that public servants will get paid, overpayments will be corrected, and public servants will enjoy a modern pay system, but it is no thanks to the Conservatives."
369,2017-02-10,2017 02 10 8,https://youtu.be/CPZehYU0Tng,38M 31S,"M. Jean Rioux (secrétaire parlementaire du ministre de la Défense nationale, Lib.)",1,LIB,6.13,"Mr. Speaker, indeed, taking care of our troops is very important. ","Monsieur le Président, oui, s'occuper de nos soldats est très important."
370,2017-02-10,2017 02 10 9,https://youtu.be/y0gwAmrs-Z0,44M 18S,"Mr. Sean Casey (Parliamentary Secretary to the Minister of Canadian Heritage, Lib.)",0,LIB,8.31,"Members might ask “What Do You Mean?” Well, Drake, Justin Bieber, and The Weeknd are in the top 10 global recording artists of 2016. ","Members might ask “What Do You Mean?” Well, Drake, Justin Bieber, and The Weeknd are in the top 10 global recording artists of 2016. "
371,2017-02-07,2017 02 07 0,https://youtu.be/k6HChsufhYw,2M 25S,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",1,CPC,9.05,He will not rule out the possibility of reducing the age amount and cancelling pension income splitting.,La réduction du montant en raison de l'âge et l'annulation du fractionnement du revenu de pension sont des mesures qu'il refuse d'écarter.
372,2017-02-07,2017 02 07 1,https://youtu.be/QwQYC7o_ANQ,2M 49S,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",1,LIB,6.4,"We also increased the guaranteed income supplement by $1,000 for the most vulnerable seniors.",Nous avons aussi augmenté le Supplément de revenu garanti de 1 000 $ pour les aînés les plus vulnérables. 
373,2017-02-07,2017 02 07 2,https://youtu.be/BNhIjbnDj1Y,6M 14S,"Hon. Thomas Mulcair (Outremont, NDP)",0,NDP,6.47," Sorry, Mr. Speaker, but knowing a billionaire for a long time does not excuse the Prime Minister of breaking the law."," Sorry, Mr. Speaker, but knowing a billionaire for a long time does not excuse the Prime Minister of breaking the law."
374,2017-02-07,2017 02 07 3,https://youtu.be/vFBUxbDAffM,7M 13S,"Hon. Thomas Mulcair (Outremont, NDP)",0,NDP,4.09,"  Mr. Speaker, the billionaire class and those hoping to join the billionaire class.","  Mr. Speaker, the billionaire class and those hoping to join the billionaire class."
375,2017-02-07,2017 02 07 4,https://youtu.be/RF-gb3yDU10,11M 3S,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",1,CPC,12.33,"Mr. Speaker, yesterday, the Minister of Finance once again succeeded in not giving a clear answer to Canadians when I asked him whether his government intended to attack pension splitting.","Monsieur le Président, hier — avec talent, je le reconnais —, le ministre des Finances a encore une fois évité de donner une réponse claire aux Canadiens alors que je lui ai demandé si son gouvernement entendait attaquer le fractionnement du revenu des pensions."
376,2017-02-07,2017 02 07 5,https://youtu.be/vno8cxRI6sI,14M 35S,"Mr. Alain Rayes (Richmond—Arthabaska, CPC)",1,CPC,3.48,"Mr. Speaker, mayors in every part of Canada are worried.","Monsieur le Président, les maires et les mairesses de partout au Canada sont préoccupés."
377,2017-02-07,2017 02 07 6,https://youtu.be/m2ggsD_Aqhc,19M 53S,"Hon. Pierre Poilievre (Carleton, CPC)",0,CPC,11.03,"In fact, they very dutifully produced a report that said that these costs would cascade down on to middle-class and working-class Canadians.","In fact, they very dutifully produced a report that said that these costs would cascade down on to middle-class and working-class Canadians."
378,2017-02-07,2017 02 07 7,https://youtu.be/0NJXJvjphjg,31M 3S,"Hon. Harjit S. Sajjan (Minister of National Defence, Lib.)",0,LIB,4.5,"With any mission that we send our troops on, we are making sure we are going to have the right impact on the ground.","With any mission that we send our troops on, we are making sure we are going to have the right impact on the ground."
379,2017-02-07,2017 02 07 8,https://youtu.be/Oj5wF8bWWYA,38M 35S,"Mr. Michael Cooper (St. Albert—Edmonton, CPC)",0,CPC,11.17,"Jonathan Denis, Alberta's former justice minister who ordered the review, says that Wynn's law actually complements the review, a review that was limited to provincial jurisdiction.","Jonathan Denis, Alberta's former justice minister who ordered the review, says that Wynn's law actually complements the review, a review that was limited to provincial jurisdiction."
380,2017-02-07,2017 02 07 9,https://youtu.be/8I0iPDwT4yo,41M 21S,"Hon. Jean-Yves Duclos (Minister of Families, Children and Social Development, Lib.)",0,LIB,6.34,Our government believes that all Canadians deserve access to housing that meets their needs and that they can afford. ,Our government believes that all Canadians deserve access to housing that meets their needs and that they can afford. 
381,2017-02-02,2017 02 02 0,https://youtu.be/AxB8RvAoe-M,4M 0S,"Hon. Jane Philpott (Minister of Health, Lib.)",0,LIB,8.45,"Mr. Speaker, the approach of this government to drug policy is evidence-based, compassionate, collaborative, and comprehensive.","Mr. Speaker, the approach of this government to drug policy is evidence-based, compassionate, collaborative, and comprehensive."
382,2017-02-02,2017 02 02 1,https://youtu.be/8wrbyLjfm14,5M 3S,"Hon. Jane Philpott (Minister of Health, Lib.)",0,LIB,9.13,"We will work together to address the opioid crisis in a manner that is comprehensive, evidence-based, and responds to the needs of Canadians.","We will work together to address the opioid crisis in a manner that is comprehensive, evidence-based, and responds to the needs of Canadians."
