Label,Video,Shuffle,Speaker,Party,Activation,Sentiment,englishHansard
0000017,2017 12 08 6,0.304201,Todd Doherty,CPC,3,6,"Mr. Speaker, since day one, we have been challenging the government to make securing a new softwood agreement its number one trade priority."
0000199,2017 06 13 8,0.306001,James Bezan,CPC,5,5,"Mr. Speaker, the Liberals are planning on closing Canadian Coast Guard stations in Gimli, Selkirk, and Kenora."
0000365,2017 02 10 4,0.307173,"Ms. Yvonne Jones (Parliamentary Secretary to the Minister of Indigenous and Northern Affairs, Lib.)",LIB,6,5,"We are hoping that this inquiry will also make recommendations on urgent action that is needed, such as the known root causes, with investments in women's shelters, housing, education, and children across indigenous Canada."
0000614,2016 05 20 3,0.307788,"Hon. Candice Bergen (Portage—Lisgar, CPC)",CPC,5,5,"Madam Speaker, yesterday, the National Energy Board recommended the Kinder Morgan pipeline project for approval."
0000453,2016 11 21 2,0.309747,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,5,5,"In opposition, I was our party's trade critic."
0000018,2017 12 08 7,0.309995,Glen Motz,CPC,6,3,The government knows that hundreds of ISIS terrorists are returning after committing their atrocities like nothing ever happened.
0000302,2017 03 23 1,0.311780,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",LIB,2,6,"Let there be no mistake: our Prime Minister will be more accountable, not less accountable."
0000844,2015 06 04 3,0.311829,"Hon. John McCallum (Markham—Unionville, Lib.)",LIB,6,3,"Will the government confront this new reality, bring in a new fiscal update before this session ends, and most important, come up with a real plan for jobs and growth?"
0000348,2017 02 21 7,0.312575,"Hon. Judy Foote (Minister of Public Services and Procurement, Lib.)",LIB,7,3,"We are no more in favour of what is happening with the Phoenix payroll system than the employees who are impacted, but we are going to fix the problem."
0000304,2017 03 23 3,0.313173,"Mr. Marc Miller (Parliamentary Secretary to the Minister of Infrastructure and Communities, Lib.)",LIB,2,8,"Mr. Speaker, in budget 2017 we propose to help make communities healthier and more inclusive, invest in faster and more efficient public transit, and build more cultural and recreational centres and affordable housing."
0000062,2017 11 20 1,0.315186,Justin Trudeau,LIB,2,7,We will always work with her to ensure that Canadians can have confidence in the work she does and in the work we do in the House to be worthy of Canadians' trust.
0000051,2017 11 23 0,0.315583,Diane Lebouthillier,LIB,6,5," Mr. Speaker, no one is above the law and no one is interfering with the CRA's investigations."
0000833,2015 06 09 2,0.315739,"Mr. Paul Calandra (Parliamentary Secretary to the Prime Minister and for Intergovernmental Affairs, CPC)",CPC,6,4,I hope they will reflect on this and pay the money back.
0000773,2016 01 28 2,0.316216,"M. Andrew Scheer (Regina—Qu'Appelle, PCC)",CPC,5,3,"   Mr. Speaker, we cannot create jobs by inventing new barriers and new obstacles."
0000216,2017 06 06 5,0.316510,Michael Cooper,CPC,7,3,Every parent has a right to know if one of these predators is moving into his or her neighbourhood
0000547,2016 09 28 6,0.317697,"Mr. Don Davies (Vancouver Kingsway, NDP)",NDP,6,3,"Will the Liberals abandon Stephen Harper's funding cuts, quit using Conservative talking points, and negotiate fairly with the provinces to protect Canada's public health care system?"
0000999,2015 02 17 8,0.319086,"Mr. Daryl Kramp (Prince Edward—Hastings, CPC)",CPC,6,5," Mr. Speaker, before Bill C-31, CRA officials were inexplicably prohibited from passing along evidence of serious criminal activity, uncovered on the job, to relevant law enforcement agencies. "
0000921,2015 04 01 0,0.319306,"Right Hon. Stephen Harper (Prime Minister, CPC)",CPC,6,3,We have done a lot for the manufacturing sector despite opposition from the NDP.
0000384,2017 02 02 3,0.319820,"L'hon. Karina Gould (ministre des Institutions démocratiques, Lib.):  ",LIB,5,5,"Over 360,000 Canadians weighed in at MyDemocracy.ca."
0000984,2015 02 20 3,0.320210,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",CPC,8,1,"This is a normal practice, and I wish the opposition would stop playing political games with such an important issue."
0000522,2016 10 06 1,0.320772,"Mr. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, CPC)",CPC,5,4,"In light of these revelations, does the government still support China's bid?"
0000261,2017 05 05 0,0.322166,"Hon. Candice Bergen (Portage—Lisgar, CPC)",CPC,6,2,"Madam Speaker, that is not very believable."
0000940,2015 03 27 9,0.322173,"Mme Manon Perreault (Montcalm, Ind.)",IND,6,4," That being said, is there now a labour policy adapted to the needs of this client group?"
0000946,2015 03 24 5,0.323039,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",CPC,3,6,"We on this side of the House are working to reduce taxes, boost training for in-demand jobs and sign free trade agreements that create demand for our Canadian products."
0000078,2017 11 07 7,0.326940,Bill Morneau,LIB,5,8,"We have now passed 500,000 new jobs in the country since we were elected."
0000849,2015 06 04 8,0.327338,"Mr. Alexandre Boulerice (Rosemont—La Petite-Patrie, NDP)",NDP,5,4,"The Conservatives promised us a transparent, open and accountable government."
0000980,2015 02 25 9,0.329643,"Hon. Lisa Raitt (Minister of Transport, CPC)",CPC,3,7,"Mr. Speaker, I appreciate the question, because it allows me to talk about the Canada Transportation Act review, which this government has embarked on early in order to deal with issues outstanding with respect to the transportation of grain in the country. "
0000820,2015 06 17 9,0.331131,"Mr. Jean-François Fortin (Haute-Gaspésie—La Mitis—Matane—Matapédia, FD)",FD,5,5,"Will the Minister of Transport ensure that the development plan for the Carleton-sur-Mer wharf, an important and unifying project for the Gaspé, will be processed quickly?"
0000178,2017 09 19 7,0.331783,Bill Morneau,LIB,6,8,"Mr. Speaker, our economy is humming along. We are in a very good position."
0000755,2016 02 05 4,0.333669,"Hon. Marc Garneau (Minister of Transport, Lib.)",LIB,5,7,That is the proper approach for this government to take.
0000690,2016 04 14 9,0.333703,"Mr. Gabriel Ste-Marie (Joliette, BQ)",BQ,7,3,"It calls on the federal government to work with Quebec to implement the motion I will be moving this evening, which will put an end to the shameful use of tax havens in Barbados. "
0000798,2015 12 09 7,0.334979,"Hon. Dominic LeBlanc (Leader of the Government in the House of Commons, Lib.)",LIB,5,9,He is serving Canadians in an exemplary way.
0000037,2017 12 01 6,0.335013,Joel Lightbound,LIB,5,7,"Mr. Speaker, I would also think that the some 20,000 children in my riding whose families receive more money through the Canada child benefit, which has lifted 300,000 kids out of poverty, would have the utmost confidence in the finance minister."
0000271,2017 05 02 0,0.335411,Justin Trudeau,LIB,2,8,The work we are doing to demonstrate our support for the Canadian Forces and giving them the tools and the opportunities they need to demonstrate leadership and bring Canada's positive impact to the world is extremely important to this government and will continue.
0000001,2017 12 13 0,0.337303,Alexandre Boulerice,NDP,7,2,"I thought we usually hired an investigator to get to the bottom of a crime, not to cover the offender's tracks."
0000358,2017 02 15 7,0.337416,"Hon. Judy Foote (Minister of Public Services and Procurement, Lib.)",LIB,5,5,"Mr. Speaker, while the government's payroll system ensures that 300,000 employees get paid every two weeks, there are public service employees who are experiencing pay difficulties in some categories, and that is totally unacceptable. "
0000310,2017 03 23 9,0.340754,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",CPC,7,2,"Even the most out-of-touch Hollywood celebrity would blush at this type of spending, and 17 hundred bucks to feed a family of five on a three hour flight."
0001000,2015 02 17 9,0.340800,"Hon. Candice Bergen (Minister of State (Social Development), CPC)",CPC,5,8," Mr. Speaker, I would like to thank the member for Don Valley Eastfor the good work he is doing to support families in his riding."
0000003,2017 12 13 2,0.341015,Justin Trudeau,LIB,5,7,"We told Canadians that we would run deficits, so we could grow the economy and put more money in the pockets of Canadians who needed it."
0000524,2016 10 06 3,0.341117,"Hon. John McCallum (Minister of Immigration, Refugees and Citizenship, Lib.)",LIB,6,4,"Citizenship is an extraordinary privilege, and those who seek to obtain it improperly will be gone after."
0000720,2016 03 09 9,0.342097,"Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",LIB,5,7,"It is a sector that employs 180,000 people, not only in Montreal or Quebec but across Canada."
0000665,2016 04 22 4,0.342222,"Hon. Bardish Chagger (Minister of Small Business and Tourism, Lib.)",LIB,3,7,We are engaging with small businesses and with Canadians.
0000937,2015 03 27 6,0.342837,"Hon. Wayne Easter (Malpeque, Lib.)",LIB,6,3,That is unacceptable and it is doing it in order to give a tax break to the rich.
0000745,2016 02 18 4,0.342945,"Mr. Phil McColeman (Brantford—Brant, CPC)",CPC,5,4,"If not, what was the point of the mandate letter?"
0000850,2015 06 04 9,0.343594,"Ms. Lysane Blanchette-Lamothe (Pierrefonds—Dollard, NDP)",NDP,5,4,"Mr. Speaker, the government suspended visa applications for people from Guinea, Liberia and Sierra Leone, countries affected by the Ebola virus, in a move that was harshly criticized from the outset. "
0000171,2017 09 19 0,0.343643,Thomas Mulcair,NDP,6,4," Obviously Canada is moving toward legalizing marijuana, and the NDP supports that, but the Liberals have left enormous gaps, and the bulk of the work is being left to the provinces"
0000751,2016 02 05 0,0.344178,"Hon. K. Kellie Leitch (Simcoe—Grey, CPC)",CPC,7,1, Why does the government want to impose artificial limits on Canada's fight against terrorism?
0000494,2016 10 26 3,0.344785,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,6,1,"Mr. Speaker, I am frankly astonished that the NDP cannot get behind a deal that has the full support of socialists across Europe."
0000696,2016 04 11 5,0.347455,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",CPC,5,7,"With respect to job creation, it says in the budget that 146,000 new jobs will be preserved."
0000207,2017 06 09 6,0.348273,Joel Lightbound,LIB,7,5,"I hear the members scream, but my own cousin has been affected by Lyme disease. "
0000210,2017 06 09 9,0.348328,Marc Garneau,LIB,2,6,"As members know, in the 2017 budget, we did identify a national trade corridors fund, and that will also specifically recognize transportation in the north of our country, as well as the $2 billion rural and northern infrastructure—"
0000825,2015 06 12 4,0.348882,"Mrs. Cathy McLeod (Parliamentary Secretary to the Minister of Health and for Western Economic Diversification, CPC)",CPC,6,4,"Continued normalization through cookies and candies is, in our opinion, something that is going to be very detrimental to the health and safety of Canadians."
0000855,2015 06 01 4,0.350275,"Mr. Charlie Angus (Timmins—James Bay, NDP)",NDP,6,4, We are on the eve of a new Auditor General report that could put 14 senators in jail.
0000332,2017 02 24 1,0.350712,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",LIB,4,7,"Mr. Speaker, our government is committed to maintaining a refugee system that maintains our tradition of providing compassion to those seeking safety and security in our country."
0000513,2016 10 18 2,0.351213,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,5,8,"Manuel Valls, the socialist Prime Minister of France, described the deal as balanced, win-win, and mutually beneficial."
0000666,2016 04 22 5,0.352025,"Ms. Christine Moore (Abitibi—Témiscamingue, NDP)",NDP,5,3,This is not complicated. 
0000393,2017 01 30 2,0.352704,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",CPC,7,0,"Mr. Speaker, it has come to the Prime Minister's attention that the Prime Minister has been breaking the Prime Minister's own ethical rules, so now the Prime Minister is creating new rules for the Prime Minister to follow so that the Prime Minister will no longer appear to be breaking the Prime Minister's rules. "
0000434,2016 11 29 3,0.353118,"Mr. John Barlow (Foothills, CPC)",CPC,6,4,These energy workers are relying on food banks and many are losing their homes.
0000742,2016 02 18 1,0.356957,"Hon. Lisa Raitt (Milton, CPC)",CPC,8,1,"Is the minister just making this up as he goes along, or is he actually going to execute on the letter from the Prime Minister?"
0000488,2016 10 31 7,0.358968,"Mr. Jacques Gourde (Lévis—Lotbinière, CPC)",CPC,7,1,How does the government not see that this is another conflict of interest?
0000892,2015 04 29 1,0.359317,"Hon. Dominic LeBlanc (Beauséjour, Lib.)",LIB,6,3,"That makes sense, since Mr. Duffy had been living in Ottawa for 40 years."
0000655,2016 05 04 4,0.361196,"Hon. Bill Morneau (Minister of Finance, Lib.)",LIB,2,7,"We decided to invest in the future of Canadian families, to help improve their future."
0000678,2016 04 19 7,0.363008,"Hon. John McCallum (Minister of Immigration, Refugees and Citizenship, Lib.)",LIB,6,5,This behaviour is not tolerated by this government and perpetrators will be held to account.
0000656,2016 05 04 5,0.364552,"Hon. Gerry Ritz (Battlefords—Lloydminster, CPC)",CPC,6,4,"If that is even remotely true, will the trade minister do her job and table those agreements?"
0000549,2016 09 28 8,0.365930,"Hon. Scott Brison (President of the Treasury Board, Lib.)",LIB,5,7,"Mr. Speaker, I am proud to recognize Right to Know Day."
0000269,2017 05 05 8,0.365979,"Ms. Sheri Benson (Saskatoon West, NDP)",NDP,6,4,"If the government will not tell us when all the current cases will be resolved, can it at least tell us when it intends to stop creating new ones?"
0000089,2017 11 02 8,0.366930,Bill Morneau,LIB,6,5,We believe that it is important that we have an officer of Parliament who helps all of us here in the House to ensure that we can expose our personal assets and do it in a way that allows us to take recommendations on how we can assure that we do not have conflicts of interest.
0000851,2015 06 01 0,0.366942,"Hon. Bernard Valcourt (Minister of Aboriginal Affairs and Northern Development, CPC)",CPC,5,6,The government will continue to fulfill its obligations as set out in the agreement.
0000601,2016 06 02 0,0.367133,"Mr. Alain Rayes (Richmond—Arthabaska, CPC)",CPC,7,3,The real question is this: will the Liberals try to change the rules of democracy to their advantage or are they trying out an agreement with the NDP rather than consulting Canadians directly through a referendum?
0000803,2015 12 07 2,0.367346,"Mr. Phil McColeman (Brantford—Brant, CPC)",CPC,6,3,"Can the finance minister tell us whether he plans to eliminate tax credits for first-time homebuyers, students, apprentices, families with children in sports and arts, or all of the above?"
0000285,2017 04 12 4,0.368306,"Ms. Tracey Ramsey (Essex, NDP)",NDP,6,4,"Yesterday at the trade committee, the Minister of International Trade admitted that he has not had any talks with China about steel dumping, despite having embarked on a potential free trade agreement with China."
0000545,2016 09 28 4,0.368587,"Mrs. Karen Vecchio (Elgin—Middlesex—London, CPC)",CPC,6,3,Who is finally going to put a stop to these Liberal entitlements?
0000639,2016 05 12 8,0.370122,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,5,6,"Mr. Speaker, our government and I understand how important the forestry industry is to Quebec and Canada."
0000339,2017 02 24 8,0.370425,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",LIB,3,6,"I am listening and I am prepared to work with my federal colleagues, the City of Quebec, the province, and the staff at Parks Canada in order to ensure that the public and anyone who is interested can access the artifacts in a timely manner."
0000438,2016 11 29 7,0.370776,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",CPC,7,1,"Will the minister confirm that General Hood was pushed to the sidelines, while the minister forced his politically driven decision on our air force?"
0000558,2016 09 23 7,0.371222,"Mrs. Cathay Wagantall (Yorkton—Melville, CPC)",CPC,6,3,"Instead of giving him a concrete promise to address his concerns, the Liberals instead said they would set up yet another consultative process to study the issue. "
0000194,2017 06 13 3,0.372569,Navdeep Bains,LIB,2,7," Let me be very clear: when it comes to our economic interests, our number one priority is to the grow the economy and create jobs."
0000255,2017 05 10 4,0.373429,Justin Trudeau,LIB,5,6,It is extremely important that we work—
0000140,2017 10 05 9,0.373755,Joel Lightbound,LIB,4,6,We will always stand behind our entrepreneurs and the growth they create in this country.
0000771,2016 01 28 0,0.374084,"Mr. Andrew Scheer (Regina—Qu'Appelle, CPC)",CPC,5,7,"Mr. Speaker, our Conservative Party oversaw the approval of four major pipeline projects that created jobs in every region."
0000527,2016 10 06 6,0.375708,"Hon. Stéphane Dion (Minister of Foreign Affairs, Lib.)",LIB,6,4,"The big difference from when the opposition was the government, in fact, is that its members were staying in Canada instead of arguing the case for human rights in China."
0000498,2016 10 26 7,0.376423,"Mr. Joël Godin (Portneuf—Jacques-Cartier, CPC)",CPC,5,4,but there has been no response from the Prime Minister.
0000530,2016 10 06 9,0.376491,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",LIB,4,4,"For the government to make a decision before it has gone through due process would be irresponsible, and we will not do it."
0000647,2016 05 09 6,0.376952,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",LIB,1,7,"The buckets the member makes reference to were actually created by the previous government in multiple areas that we are actually trying to put together, so we can deliver results to Canadians in the way that Canadians expect us to do, to deliver the kind of infrastructure they need for public transit, for social housing, for green infrastructure, to build strong, sustainable communities."
0000433,2016 11 29 2,0.378250,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",LIB,5,5,"Given the significant impact the decision could have on the independent assessment process, the government decided to—"
0000520,2016 10 18 9,0.380382,"Ms. Kamal Khera (Parliamentary Secretary to the Minister of Health, Lib.)",LIB,2,7,"That is exactly why the Minister of Health is sitting down with her provincial and territorial counterparts as we speak and collaborating with all our partners on health innovation, improved accessibility, and making prescription drugs more affordable for all Canadians."
0000321,2017 03 08 0,0.380538,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",LIB,5,7,This government has committed to making more opportunities for under-represented groups. 
0000357,2017 02 15 6,0.381831,"Mrs. Sylvie Boucher (Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix, CPC)",CPC,7,2,When will the Minister of Justice finally keep her promise and show consideration and respect for the victims and their families?
0000087,2017 11 02 6,0.381961,Scott Brison,LIB,5,5," Mr. Speaker, in 2006, the Conservatives promised to reform the Access to Information Act."
0000957,2015 03 12 6,0.382680,"Mr. Murray Rankin (Victoria, NDP)",NDP,7,3,When will the government give up its unjustifiable attack on Canadian charities?
0000845,2015 06 04 4,0.383686,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",CPC,5,5," As this matter is currently before the courts, it would be inappropriate for me to comment further on this case."
0000630,2016 05 17 9,0.384950,"Mr. Pierre Nantel (Longueuil—Saint-Hubert, NDP)",NDP,7,3,We have long known that a Conservative-filled board of directors was meeting in secret and not making its minutes public.
0000079,2017 11 07 8,0.385553,Nathan Cullen,NDP,6,4,For years they fought against the release of the so-called tax gap in Canada.
0000580,2016 06 15 9,0.387283,"Hon. Marc Garneau (Minister of Transport, Lib.)",LIB,5,5,We further enforce international requirements on foreign vessels operating in Canada through the port state control program.
0000485,2016 10 31 4,0.387822,"Mr. Charlie Angus (Timmins—James Bay, NDP)",NDP,6,3,"Mr. Speaker, with all due respect, reconciliation is not a hashtag. We are talking about a court order."
0000815,2015 06 17 4,0.388170,"Hon. Thomas Mulcair (Leader of the Opposition, NDP)",NDP,6,4,"Mr. Speaker, Canadians have already decided, and they want change."
0000722,2016 02 26 1,0.388613,"Mr. Peter Julian (New Westminster—Burnaby, NDP)",NDP,6,3,"Conservative cuts of course made it even worse for those who have lost their jobs, and now fewer than four in 10 unemployed Canadians can access benefits."
0000797,2015 12 09 6,0.389082,"Mr. Ahmed Hussen (York South—Weston, Lib.)",LIB,6,6,"As someone who represents a riding with many Canadians who were once refugees, I ask if the Prime Minister could please update this august House on this important national level."
0000102,2017 10 25 1,0.391143,Charlie Angus,NDP,7,2,"There is something fundamentally wrong in a nation where indigenous families have to give their children away, while we have a finance minister who cannot remember that he owns a villa in the south of France."
0000180,2017 09 19 9,0.391910,Bardish Chagger,LIB,5,7,This government will continue to support it. 
0000212,2017 06 06 1,0.393925,Thomas Mulcair,NDP,7,3,"   The Prime Minister is accountable for this appointment. In light of this flagrant contradiction, will he take Madeleine Meilleur's name off the list?"
0000222,2017 06 01 1,0.394499,Andrew Scheer,CPC,5,4,"First we learned about her donations to the Liberal Party and to the Prime Minister 's leadership campaign, and her private meeting with the Prime Minister's closest advisers."
0000391,2017 01 30 0,0.394540,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,2,7,"That is why I was able to highlight the significant investments we are making in Canadians' future, defending Canadian jobs, building the jobs of tomorrow, working with Canadians to ensure that we have the skills to take on the challenges and the opportunities that are coming at us in the coming years. "
0000401,2016 12 12 0,0.399812,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",LIB,7,4,"In regard to ticketed fundraising events, the Chief Electoral Officer has confirmed that every party in every campaign does them."
0000571,2016 06 15 0,0.400158,"Hon. Denis Lebel (Lac-Saint-Jean, CPC)",CPC,6,4,"We know that, but will an agreement finally be reached to help the economies of every province in the country?"
0000632,2016 05 12 1,0.400315,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.):  ",LIB,4,7,"Mr. Speaker, listening to Canadians is at the heart of a healthy democracy."
0000689,2016 04 14 8,0.400793,"Mr. Arnold Viersen (Peace River—Westlock, CPC)",CPC,6,5,"Mr. Speaker, indigenous communities in my riding will be directly impacted by today's legislation on assisted suicide."
0000651,2016 05 04 0,0.401028,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,4,7,We know that these are the types of investments that will boost economic growth and allow Canadians to get to work and get better jobs.
0000621,2016 05 17 0,0.401294,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,2,4," Mr. Speaker, the uncertainty has been created by 10 years of a government that refused to understand that we can only build a strong economy when we are protecting the environment, when we are listening to Canadians, when we are building partnerships with indigenous peoples, and when we are respecting the science that surrounds all these projects."
0000413,2016 12 07 2,0.404122,"Hon. Denis Lebel (Lac-Saint-Jean, CPC)",CPC,6,4,"Asking for $1,500 for access to the Prime Minister and to be able to talk to him, now that is unprecedented."
0000843,2015 06 04 2,0.405085,"Mr. Mark Strahl (Parliamentary Secretary to the Minister of Aboriginal Affairs and Northern Development, CPC)",CPC,5,7,"We are committed to ensuring that northerners, like all Canadians, have access to nutritious food."
0000472,2016 11 04 1,0.406324,"Ms. Ruth Ellen Brosseau (Berthier—Maskinongé, NDP)",NDP,6,4,"Our farmers are losing millions of dollars with every harvest, but that was to be expected."
0000790,2016 01 25 9,0.406921,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,5,7,"I would like to take this opportunity to remind the members of this House that 100 years ago this week, the women of Manitoba secured the right to vote for women, and that is worthy of celebration."
0000473,2016 11 04 2,0.408225,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",LIB,3,7,"Mr. Speaker, I would like to start by reassuring the marine industry, the St. Lawrence Seaway Management Corporation, and all users of the Seaway that the Coast Guard takes icebreaking operations very seriously and provides exemplary service."
0000314,2017 03 20 3,0.415604,"Hon. Ginette Petitpas Taylor (Parliamentary Secretary to the Minister of Finance, Lib.)",LIB,5,6,"Mr. Speaker, my thanks to my colleague for his question."
0000847,2015 06 04 6,0.415691,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",CPC,6,6,"Mr. Speaker, while both the NDP and Liberal Party have announced they support Kathleen Wynne's plan to bring in a $1,000 payroll tax on the average worker in Canada, we have done exactly the opposite. "
0000793,2015 12 09 2,0.416471,"Hon. Lisa Raitt (Milton, CPC)",CPC,7,3,"However, lo and behold, the Minister of Finance is going to fill that gap by taxing small businesses, the veterinarians, the chiropractors, the doctors, the dentists, and seniors, through the TFSA."
0000144,2017 10 02 3,0.417043,Christine Moore,NDP,7,4,"The Anishinaabe people in my riding, who have been waiting a long time, placed so much hope in what the Prime Minister said following the work of the Truth and Reconciliation Commission."
0000452,2016 11 21 1,0.417672,"Ms. Tracey Ramsey (Essex, NDP)",NDP,5,6,Trade with Europe is too important to get wrong.
0000215,2017 06 06 4,0.417809,John Brassard,CPC,8,1, Why can the Prime Minister not just admit that he and his backroom operatives have caused the integrity of the selection process to be called into question and they have no choice now but to do it over again?
0001014,2015 01 28 3,0.418147,"Right Hon. Stephen Harper (Prime Minister, CPC)",CPC,7,5,"Mr. Speaker, obviously I do not know the facts of this particular case, but whenever we lose a serving military officer or a former military member, it is a terrible thing, and our condolences go out to that family."
0000866,2015 05 27 5,0.418390,"Hon. Bernard Valcourt (Minister of Aboriginal Affairs and Northern Development, CPC)",CPC,6,3," Mr. Speaker, I cannot help but add that if they were able to impose this carbon tax, it would be even colder. "
0000955,2015 03 12 4,0.419564,"Hon. Jason Kenney (Minister of National Defence and Minister for Multiculturalism, CPC)",CPC,6,4,"The member, and all members, have my assurance that I will review the report closely and work with the Provost Marshal of the Canadian Armed Forces to make whatever changes are necessary to ensure that the totally unacceptable conduct that occurred in this matter does not repeat itself."
0000737,2016 02 23 6,0.419724,"Hon. Marc Garneau (Minister of Transport, Lib.)",LIB,5,7,"Mr. Speaker, I am delighted with the great news that came out last week concerning the fact that Air Canada decided to purchase 45 CSeries jets, and possibly 30 more, and that it will be undertaking the maintenance of those aircraft in Quebec for the next 20 years at least."
0000948,2015 03 24 7,0.421355,"Mr. Andrew Cash (Davenport, NDP)",NDP,6,4,The fact is that Conservatives have repeatedly and systematically made it more difficult for immigrants to become citizens. 
0000126,2017 10 17 5,0.425463,Jean-Claude Poissant,LIB,6,3,I also said that the United States' proposals are unacceptable.
0000404,2016 12 12 3,0.425677,"M. François-Philippe Champagne (secrétaire parlementaire du ministre des Finances, Lib.)",LIB,5,5,"My colleague is well aware that his constituents, like mine, will be protected under this new regime, and we will continue to work with the Senate on this issue."
0000443,2016 11 24 2,0.426830,"Mr. John Brassard (Barrie—Innisfil, CPC)",CPC,6,4,"Now we learn that the federal Liberals paid over $23,000 for public relations services for Kathleen Wynne's recent trip to Israel."
0000329,2017 03 08 8,0.426906,"Mme Anne Minh-Thu Quach (Salaberry—Suroît, NPD)",NDP,6,3," Out of 4,000 runaways at youth centres in Quebec, 76% are girls, and 30% of them have been sexually exploited or exposed to prostitution. "
0000688,2016 04 14 7,0.428908,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",CPC,5,5," Mr. Speaker, the government appears to agree with the Conservatives' dissenting report on the sensitive issue of physician-assisted dying, since the bill does not deal with minors or people suffering from mental illness."
0000728,2016 02 26 7,0.429219,"Hon. Hunter Tootoo (Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",LIB,2,5,"As minister, I and my team held many meetings with stakeholders on issues related to my mandate."
0000644,2016 05 09 3,0.429602,"Mr. Pierre Nantel (Longueuil—Saint-Hubert, NDP)",NDP,5,4,There are a number of Conservatives on the board of directors.
0000203,2017 06 09 2,0.429749,Bardish Chagger,LIB,3,7,"We have put in a new process, an open, transparent, merit-based process. All positions that are available are posted online."
0000360,2017 02 15 9,0.429917,"Hon. Jane Philpott (Minister of Health, Lib.): ",LIB,5,6,This initiative together with others shows that our government is fully implementing Jordan's principle.
0000916,2015 04 21 5,0.431007,"Mr. Adam Vaughan (Trinity—Spadina, Lib.)",LIB,7,3,"Mr. Speaker, during the debate yesterday we learned that in the middle of a disastrous oil spill in Vancouver, nobody in the federal government thought it was necessary to contact Vancouver city hall. "
0000597,2016 06 07 6,0.434356,"Hon. Amarjeet Sohi (Minister of Infrastructure and Communities, Lib.)",LIB,4,6,"The city of Toronto will receive $840 million in phase one, which can include active transportation, as we currently develop our second term, phase two, long-term plan."
0000714,2016 03 09 3,0.434497,"Hon. Denis Lebel (Lac-Saint-Jean, CPC)",CPC,6,6,"Mr. Speaker, after years of complacency by the former Liberal government, in 2006, our Conservative government signed a softwood lumber agreement with our American partners. "
0000581,2016 06 10 0,0.434612,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",CPC,5,6,"As the prestigious and very distinguished Minister of Foreign Affairs put it so well, it is unavoidable."
0000159,2017 09 27 8,0.435202,Andrew Scheer,CPC,7,5,"Mr. Speaker, hundreds of people across Atlantic Canada have been coming out to town halls and public consultations because they are legitimately concerned about the Prime Minister's own proposals."
0000806,2015 12 07 5,0.435380,"Mr. James Bezan (Selkirk—Interlake—Eastman, CPC)",CPC,6,3,Could the Minister of National Defence tell us what he is going to be cutting to make—
0000265,2017 05 05 4,0.436716,"M. Joël Godin (Portneuf—Jacques-Cartier, PCC)",CPC,7,3,How can he continue to oversee the Department of National Defence after losing the respect of every member of the armed forces?
0000907,2015 04 24 6,0.436917,"Ms. Irene Mathyssen (London—Fanshawe, NDP)",NDP,7,3,Will the Conservatives reverse their destructive cuts to CFIA?
