Label,Shuffle,Speaker,Party,Activation,Sentiment,englishHansard
0000625,0.240770,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",LIB,5,7,We believe that the historic investments for indigenous communities in budget 2016 and the generous and fair Canada child tax benefit will lift many children out of poverty.
0000602,0.241505,"Mr. Jean-Claude Poissant (Parliamentary Secretary to the Minister of Agriculture and Agri-Food, Lib.)",LIB,3,4,"Mr. Speaker, as I just said, we are aware of the industry's concerns about the use of diafiltered milk in cheese production."
0000658,0.242960,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,6,3,Here is a news story: “The Conservative government has hired two former White House communications strategists as part of a 'sustained' effort to raise Canada's profile in”—
0000980,0.243162,"Hon. Lisa Raitt (Minister of Transport, CPC)",CPC,3,6,"Mr. Speaker, I appreciate the question, because it allows me to talk about the Canada Transportation Act review, which this government has embarked on early in order to deal with issues outstanding with respect to the transportation of grain in the country. "
0000773,0.243294,"M. Andrew Scheer (Regina—Qu'Appelle, PCC)",CPC,6,4,"   Mr. Speaker, we cannot create jobs by inventing new barriers and new obstacles."
0000766,0.243360,"Hon. Peter Kent (Thornhill, CPC)",CPC,7,6,The MP for Etobicoke Centre called for lethal weapon aid for Ukraine.
0000433,0.243886,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",LIB,6,5,"Given the significant impact the decision could have on the independent assessment process, the government decided to—"
0000447,0.244298,"Hon. John McCallum (Minister of Immigration, Refugees and Citizenship, Lib.)",LIB,7,3,"Therefore, she knows very well that we are working on a plan, and she should know by now that to go public with this in a way that attracts attention will put our plan in jeopardy, make it more difficult for our people to go into that territory, and ultimately make it harder for us to rescue those victims and bring them to Canada."
0000322,0.244513,"Ms. Hélène Laverdière (Laurier—Sainte-Marie, NDP)",NDP,7,2,We all know that women do not have equal rights in Saudi Arabia. 
0000467,0.244588,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",LIB,6,4,"Mr. Speaker, we have been very clear that the First Nations Financial Transparency Act did not work because it was imposed top-down and it accidentally penalized first nations businesses to predatory practices by competitors."
0000256,0.246098,Justin Trudeau,LIB,5,5,"  Mr. Speaker, I am very happy to work with the Conflict of Interest and Ethics Commissioner to answer any questions she may have."
0000215,0.249508,John Brassard,CPC,7,3, Why can the Prime Minister not just admit that he and his backroom operatives have caused the integrity of the selection process to be called into question and they have no choice now but to do it over again?
0000495,0.250120,"Hon. John McKay (Parliamentary Secretary to the Minister of National Defence, Lib.)",LIB,4,6,"Mr. Speaker, as you know, the Canadian Forces are engaged in an anti-ISIL coalition."
0000080,0.250721,Joel Godin,CPC,6,4,"The Liberals are dangling tons of money before the municipalities, but some projects have been cancelled because of all of the unnecessary conditions being imposed."
0000426,0.253088,"Mr. Richard Cannings (South Okanagan—West Kootenay, NDP)",NDP,7,4,"When will the government truly begin renegotiation talks, and will it ensure that local voices are heard at the table?"
0000003,0.253397,Justin Trudeau,LIB,5,5,"We told Canadians that we would run deficits, so we could grow the economy and put more money in the pockets of Canadians who needed it."
0000301,0.256590,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",LIB,6,5,We are trying to encourage a debate on how to improve accountability in the House.
0000661,0.257342,"Hon. Stéphane Dion (Minister of Foreign Affairs, Lib.)",LIB,6,7,"We are supporting Jordan and Lebanon more than ever, and we will beat this terrorist group."
0000342,0.258482,"Ms. Jenny Kwan (Vancouver East, NDP)",NDP,6,3,"Clearly, the Conservatives had no plan, and while the Liberals sound welcoming, they have implemented absolutely zero measures to address this situation. "
0000314,0.259046,"Hon. Ginette Petitpas Taylor (Parliamentary Secretary to the Minister of Finance, Lib.)",LIB,3,8,"Mr. Speaker, my thanks to my colleague for his question."
0000133,0.259081,Chrystia Freeland,LIB,4,6,"It is worth reminding people, particularly our American interlocutors, that the United States has a very great surplus in dairy trade with Canada of 5:1, and that is what I do at the negotiating table."
0000441,0.259388,"L'hon. Thomas Mulcair (Outremont, NPD)",NDP,6,4,"so 40 years ago, his government changed the plan."
0000043,0.259582,Joel Lightbound,CPC,5,6,He also announced that he was donating to charity any difference in the value of those shares since the election.
0000124,0.259693,Ruth Ellen Brosseau,NDP,6,4,"For us, however, the protection of our supply management system is non-negotiable, and we will not allow it to be chipped away any further."
0000654,0.261734,"Ms. Gudie Hutchings (Parliamentary Secretary for Small Business and Tourism, Lib.)",LIB,6,7,"Mr. Speaker, I am proud to rise in the House as a small business owner and operator in Newfoundland and Labrador for over 25 years"
0000057,0.261920,Brigitte Sansoucy,NDP,6,3,Why are seasonal workers still waiting for help?
0000841,0.264075,"Hon. K. Kellie Leitch (Minister of Labour and Minister of Status of Women, CPC)",CPC,6,7,"What this government has been focused on is making sure that we take action, whether it be on matrimonial property rights, safety plans, or other initiatives to protect women."
0000968,0.265261,"Hon. Shelly Glover (Minister of Canadian Heritage and Official Languages, CPC)",CPC,7,3,"Mr. Speaker, I find the question somewhat surprising from that member, who used to be a Liberal minister during the nineties when they cut almost $400 million from CBC."
0000797,0.265331,"Mr. Ahmed Hussen (York South—Weston, Lib.)",LIB,7,6,"As someone who represents a riding with many Canadians who were once refugees, I ask if the Prime Minister could please update this august House on this important national level."
0000452,0.267061,"Ms. Tracey Ramsey (Essex, NDP)",NDP,6,4,Trade with Europe is too important to get wrong.
0000801,0.267216,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,6,6,"We will remain engaged in terms of our military, but we are withdrawing our fighter jets."
0000636,0.267402,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,5,6,It is time for a 21st century model of electing individuals to the House.
0000063,0.267646,Justin Trudeau,LIB,6,4,We on this side of the House have faith in the integrity of the commissioner's work.
0000831,0.267693,"Ms. Megan Leslie (Halifax, NDP)",NDP,7,3,"Mr. Speaker, trying to cover up Senate scandals has become routine for the Prime Minister's Office: watering down an internal Senate report and a $90,000 cheque for Senator Duffy."
0000070,0.268801,Marc Garneau,LIB,4,4,"Mr. Speaker, I wish that my hon. colleague read the document I published last week. "
0000468,0.270251,"Hon. Marc Garneau (Minister of Transport, Lib.)",LIB,4,6,"Mr. Speaker, I would highly encourage my colleague across the way to read what we said in the oceans protection plan, because there is some very clear indication there, with respect to derelict and abandoned vessels, of a large number of initiatives that we are going to make in order to make owners accountable; also working with the provinces and territories as part of the mechanisms to clean up and, also in the long term, begin the process of cleaning up these hundreds of wrecks that are on our three coasts."
0000957,0.270290,"Mr. Murray Rankin (Victoria, NDP)",NDP,7,2,When will the government give up its unjustifiable attack on Canadian charities?
0000243,0.272636,Blaine Calkins,CPC,7,2,Is it maybe Dalton McGuinty as the ethics commissioner or Kathleen Wynne as the lobbying commissioner? 
0000705,0.273648,"Hon. Maxime Bernier (Beauce, CPC)",CPC,6,3,When will the government understand that it is not fair to force small entrepreneurs to pay taxes to fund subsidies for a corporation like Bombardier?
0000552,0.275169,"Mr. Jacques Gourde (Lévis—Lotbinière, CPC)",CPC,8,3,"This is a glaring lack of judgment on the part of the Prime Minister, but it is not surprising because we are finding more and more examples of public funds that have been squandered."
0000254,0.275505,Thomas Mulcair,NDP,7,3,Has he simply decided that the best thing for him is that he decides from now on who gets to investigate him?
0000180,0.279061,Bardish Chagger,LIB,3,6,This government will continue to support it. 
0000759,0.279929,"Mr. Greg Fergus (Parliamentary Secretary to the Minister of Innovation, Science and Economic Development, Lib.)",LIB,6,6,"owever, we recognize that the aerospace sector is a very important industry that relies heavily on exports and employs over 180,000 Canadians. It is very important—"
0000992,0.282626,"Right Hon. Stephen Harper (Prime Minister, CPC)",CPC,6,7,These vaccines have historically proven extremely effective in reducing and in some cases even eliminating certain types of previously debilitating ailments.
0000277,0.283720,"Hon. Bill Morneau (Minister of Finance, Lib.)",LIB,3,6,"We will continue to remain vigilant around this system to make sure we are considering how risk is best shared between those insurers and the federal government, through the CMHC and to participants in the market."
0000758,0.283852,"M. Gabriel Ste-Marie (Joliette, BQ)",BQ,7,3,Why is the government so eager to free up money for Alberta and so slow to do so for the pride of Quebec's economy?
0000991,0.284719,"Right Hon. Stephen Harper (Prime Minister, CPC)",CPC,6,3,"Mr. Speaker, we believe that a large percentage of Quebeckers agree with our government on tax breaks, tax cuts, direct benefits to families and the fight against crime and terrorism, rather than with a party that wants to increase taxes, provides benefits to bureaucrats and unions, and does not take the fight against terrorists, jihadists and criminals seriously."
0000360,0.284830,"Hon. Jane Philpott (Minister of Health, Lib.): ",LIB,5,7,This initiative together with others shows that our government is fully implementing Jordan's principle.
0000678,0.285130,"Hon. John McCallum (Minister of Immigration, Refugees and Citizenship, Lib.)",LIB,7,3,This behaviour is not tolerated by this government and perpetrators will be held to account.
0000066,0.285268,Kamal Khera,LIB,5,6,"We have added nurse practitioners to complete the applications of their patients, and we have just started."
0000715,0.286070,"Hon. Thomas Mulcair (Outremont, NDP)",NDP,7,3,What exactly did they mean by “immediately”?
0000259,0.288238,Justin Trudeau,LIB,7,4,"We are not protecting our children adequately, because they have easier access to marijuana than they do to nicotine cigarettes."
0000951,0.288527,"Ms. Megan Leslie (Halifax, NDP)",NDP,6,4,"Mr. Speaker, the foreign minister of Turkey stated that someone working for an intelligence agency within the coalition against ISIS may have attempted to assist three British schoolgirls in joining that terrorist organization."
0000516,0.288636,"Mr. Matt Jeneroux (Edmonton Riverbend, CPC)",CPC,6,3,"Mr. Speaker, as the Liberals are busy creating taxes on everything from heating bills to Netflix, unemployed Albertans are struggling to provide for their families."
0000341,0.290323,"Ms. Hélène Laverdière (Laurier—Sainte-Marie, NDP)",NDP,7,3,"The Prime Ministerclearly told refugees that Canada would welcome them, but he is refusing to put his money where his mouth is."
0000224,0.291344,Sylvie Boucher,CPC,7,3, Will the minister cancel this proposed appointment or will we have to get to the bottom of the process and call for a public inquiry?
0000710,0.291949,"Mr. Jonathan Wilkinson (Parliamentary Secretary to the Minister of Environment and Climate Change, Lib.)",LIB,4,6,We have never said that energy projects will stop.
0000041,0.292186,Justin Trudeau,LIB,4,6,"The fact is we always focus on the security of Canadians, and we always will."
0001003,0.294288,"Hon. James Moore (Minister of Industry, CPC)",CPC,6,3,"If the NDP does not understand that the Canadian Manufacturers & Exporters is the expert and that high taxes would kill jobs under the NDP's plan, then I guess we will all just have to live with our disappointment that the NDP just cannot learn."
0000087,0.297333,Scott Brison,LIB,5,4," Mr. Speaker, in 2006, the Conservatives promised to reform the Access to Information Act."
0000078,0.297530,Bill Morneau,LIB,5,7,"We have now passed 500,000 new jobs in the country since we were elected."
0000864,0.300657,"Hon. Chris Alexander (Minister of Citizenship and Immigration, CPC)",CPC,6,2,"Mr. Speaker, it is pathetic to hear a New Democrat claim the Liberals' immigration policy was a model."
0000883,0.301257,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",CPC,7,7,"However, as I stated last week, I would like point out that on this side of the House we actually support our law enforcement in Canada. "
0000594,0.303335,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",LIB,5,6,"In the meantime, the member knows that first nation governments will continue their long-standing reporting of audited statements to our department, including chiefs' and councillors' salaries, and any first nation member can get that information from our department."
0000156,0.303717,Justin Trudeau,LIB,6,3,We are looking at the fact that wealthy individuals use private corporations to pay lower tax rates than middle-class Canadians.
0000738,0.304509,"Hon. Erin O'Toole (Durham, CPC)",CPC,8,2,"Why has the minister misled Canadians and, more important, why has he offered false hope to those families for the purposes of a photo op?"
0000926,0.306179,"Hon. Ralph Goodale (Wascana, Lib.)",LIB,7,2,"Mr. Speaker, here is the government's record: the economy is shrinking, unemployment is up, TD Bank says it is getting worse, CIBC says job quality is at the lowest ebb in 25 years, BNN is reporting the most pessimistic business outlook since the last recession, and the Bank of Canada says only substantial monetary stimulus is keeping Canada from falling back into recession."
0000697,0.307020,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,7,2,"Mr. Speaker, the NDP condemned the TPP without even reading it. "
0000863,0.307621,"Hon. Kevin Sorenson (Minister of State (Finance), CPC)",CPC,7,3,What we will not do is reach into the pockets of Canadians with a mandatory payroll tax and take money out of their pockets.
0000112,0.308230,Helene Laverdiere,NDP,8,2,  Why do the Liberals always wait for a scandal to break before showing the least bit of common sense?
0000073,0.308382,Diane Lebouthillier,LIB,6,3,"Mr. Speaker, as I said, our government is fully committed to fighting tax evasion and aggressive tax avoidance, which the Conservative Party failed to do for 10 years."
0000952,0.308845,"Mr. Randall Garrison (Esquimalt—Juan de Fuca, NDP)",NDP,7,3, Why are the Conservatives refusing to allow the Privacy Commissioner to appear before the committee so all Canadians can hear his concerns?
0000753,0.309058,"Mrs. Cheryl Gallant (Renfrew—Nipissing—Pembroke, CPC)",CPC,4,5,What plans does the FedNor minister have to conduct open public consultations and public hearings as part of the Competition Act review of this transaction?
0000631,0.309797,"Hon. Jason Kenney (Calgary Midnapore, CPC)",CPC,7,3,Why will the current Liberal government not follow the provincial precedent of a referendum on electoral reform?
0000281,0.310921,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,5,7,We will continue to make choices that will help people across the country.
0000688,0.311106,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",CPC,5,6," Mr. Speaker, the government appears to agree with the Conservatives' dissenting report on the sensitive issue of physician-assisted dying, since the bill does not deal with minors or people suffering from mental illness."
0000352,0.311297,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",LIB,4,6,I can assure the hon. member that all full-time employees will have their jobs available to them one hour away in Edmonton and the new location will have more immigration processing and more jobs.
0000366,0.313004,"Mr. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, CPC)",CPC,3,5,"Mr. Speaker, in an Order Paper question the defence minister said, “All Canadian Armed Forces personnel serving at all Operation IMPACT Kuwait locations received Tax Relief effective 5 Oct 2014...to 1 Sept 2016.” "
0000820,0.313299,"Mr. Jean-François Fortin (Haute-Gaspésie—La Mitis—Matane—Matapédia, FD)",FD,6,4,"Will the Minister of Transport ensure that the development plan for the Carleton-sur-Mer wharf, an important and unifying project for the Gaspé, will be processed quickly?"
0000197,0.313527,Ralph Goodale,LIB,6,3,"Mr. Speaker, the previous government was deeply embroiled in an argument with the Information Commissioner because it was alleged by the Information Commissioner that, while an outstanding access to information complaint was being made, the previous government had taken steps to improperly remove and destroy that information. "
0000921,0.314081,"Right Hon. Stephen Harper (Prime Minister, CPC)",CPC,6,4,We have done a lot for the manufacturing sector despite opposition from the NDP.
0000289,0.314565,"Hon. Peter Kent (Thornhill, CPC)",CPC,6,3,    The government has lamely suggested it needs more time to study the report.
0000062,0.315912,Justin Trudeau,LIB,5,6,We will always work with her to ensure that Canadians can have confidence in the work she does and in the work we do in the House to be worthy of Canadians' trust.
0000612,0.318543,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,7,4,"This may not be okay with the members opposite, but that is our way of ensuring that Canadians in 21st century Canada are included in this important conversation."
0000245,0.319791,Bardish Chagger,LIB,4,6,"Mr. Speaker, I have mentioned that we have put in place a new appointment process that supports open, transparent, and merit-based selection. "
0000990,0.321490,"Mr. Claude Patry (Jonquière—Alma, BQ)",BQ,7,3,"Mr. Speaker, while the current Quebec government is hurting the regions by making ill-advised decisions to supposedly improve public finances, the fiscal imbalance between Ottawa and the provinces continues to grow."
0000591,0.323283,"Mr. Blake Richards (Banff—Airdrie, CPC)",CPC,7,3,"Politicians making the decision, or will the minister actually drop the talking points and leave this decision directly in the hands of Canadians through a referendum?"
0000271,0.323699,Justin Trudeau,LIB,6,6,The work we are doing to demonstrate our support for the Canadian Forces and giving them the tools and the opportunities they need to demonstrate leadership and bring Canada's positive impact to the world is extremely important to this government and will continue.
0000418,0.324383,"Hon. Marc Garneau (Minister of Transport, Lib.)",LIB,3,5,I know they want a bypass.
0000909,0.324628,"Mr. Nathan Cullen (Skeena—Bulkley Valley, NDP)",NDP,7,3,It has become so absurd that the Alaska State legislature recently voted unanimously to offer to pay Canada to keep its border open. 
0000528,0.325837,"Hon. Ginette Petitpas Taylor (Moncton—Riverview—Dieppe, Lib.)",LIB,6,4,Can the Minister of Public Safety update the House on the status of the two class action lawsuits filed by the current and former women who have worked within the RCMP?
0000583,0.326087,"Ms. Kamal Khera (Parliamentary Secretary to the Minister of Health, Lib.)",LIB,3,7,"Nearly 99% of pharmacy claims and 90% of the dental claims were approved, and more than 90% of the pharmacy claims were approved instantly at the point of the sale."
0000740,0.326154,"L'hon. Dominic LeBlanc (leader du gouvernement à la Chambre des communes, Lib.)",LIB,7,4,"Mr. Speaker, when we want advice on conflict of interest matters, we go directly to the Conflict of Interest and Ethics Commissioner, Ms. Dawson,"
0000422,0.326353,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,4,7,"Some have already begun, inviting them to be part of this conversation, so that before we make any final recommendations on electoral reform, we have ensured that we have heard from as many Canadians as possible."
0000882,0.326440,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",CPC,3,8,"We signed a free trade agreement with the European Union that will deliver 80,000 net new jobs, including in Honda Canada, which announced recently in the presence of the Prime Minister that it will export vehicles directly to Europe from Canada, creating 400 net new jobs in that one plant alone."
0000266,0.327219,"Ms. Yvonne Jones (Parliamentary Secretary to the Minister of Indigenous and Northern Affairs, Lib.)",LIB,5,7,"Our goal is to make sure that we have clean drinking water in all indigenous communities by 2021 in Canada, and we are going to work hard to meet that goal."
0000533,0.334245,"Hon. Denis Lebel (Lac-Saint-Jean, CPC)",CPC,6,6,That must have been a pretty good idea because the Liberals are doing the same thing. 
0000605,0.335504,"Mr. Mark Gerretsen (Kingston and the Islands, Lib.)",LIB,6,3,"In my riding of Kingston and the Islands two prison farms were closed in Collins Bay and Joyceville, without proper consultation of the public and to widespread concern from the public."
0000914,0.336627,"Mr. Andrew Saxton (Parliamentary Secretary to the Minister of Finance, CPC)",CPC,7,3,"The Liberal leader's same old high-tax, high-debt agenda is perhaps underpinned by his position that a budget can simply balance itself. "
0000910,0.339112,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",CPC,4,6,"Mr. Speaker, our government is focused on ensuring that our shared border is secure, while easing the flow of legitimate travel and trade."
0000362,0.339401,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",CPC,7,4,I do not really understand how they can see that as a good thing. 
0000623,0.339726,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,5,6,We are going to build a strong aerospace industry in Canada for the future through our bills and our commitment.
0000970,0.340524,"Hon. Rob Nicholson (Minister of Foreign Affairs, CPC)",CPC,3,6,Canada encourages the governments of the Dominican Republic and Haiti to work together in good faith to resolve these issues as quickly as possible in a non-violent manner.
0000436,0.341650,"Mrs. Shannon Stubbs (Lakeland, CPC)",CPC,5,7,Canada's energy workers benefit the standard of living in all communities and they produce the most environmentally and socially responsible oil and gas in the world.
0000403,0.344208,"Mme Ruth Ellen Brosseau (Berthier—Maskinongé, NPD)",NDP,7,3,Does the Liberal government really think that Canadians do not see that conflicts of interest abound?
0000493,0.344233,"Ms. Tracey Ramsey (Essex, NDP)",NDP,4,4,"Speaking of consultations, the trade committee has been doing the minister's work of consulting on the TPP."
0001008,0.344857,"Ms. Niki Ashton (Churchill, NDP)",NDP,3,4,Will the minister intervene to reinstate the funding for the Odawa centre?
0000954,0.345808,"Hon. Diane Finley (Minister of Public Works and Government Services, CPC)",CPC,6,4,It is unfortunate that the NDP voted against this program that has benefited virtually all of their constituents.
0000852,0.346987,"L’hon. Bernard Valcourt (ministre des Affaires autochtones et du développement du Nord canadien, PCC)",CPC,5,7,"Mr. Speaker, I believe that the report will show that we have made a significant effort to improve the situation for first nations members and aboriginal people across Canada."
0000208,0.348741,Ruth Ellen Brosseau,NDP,7,3,When will the government take its responsibilities seriously and implement a payment protection system for fruit and vegetable producers?
0000143,0.349110,Bill Morneau,LIB,7,4,I have said that we will make sure that farmers are not negatively impacted. 
0000064,0.349270,Nathan Cullen,NDP,6,3,"Mr. Speaker, the Liberal ethics saga continues, with even more information coming out about the finance minister's clear conflict of interest with Bill C-27. "
0000545,0.349346,"Mrs. Karen Vecchio (Elgin—Middlesex—London, CPC)",CPC,7,3,Who is finally going to put a stop to these Liberal entitlements?
0000878,0.351147,"Mr. Rick Norlock (Northumberland—Quinte West, CPC)",CPC,4,7, Our government wants to help all Canadian families succeed by keeping taxes low and delivering programs like the universal child care benefit and family tax cut.
0000905,0.351383,"Mr. Frank Valeriote (Guelph, Lib.)",LIB,7,3,Why are the Conservatives so stubbornly refusing to present a plan that will honour our sacred obligation to veterans and all their families?
0000885,0.352173,"Hon. Ed Fast (Minister of International Trade, CPC)",CPC,7,3,They have absolutely no credibility on trade.
0000453,0.352255,"Hon. Chrystia Freeland (Minister of International Trade, Lib.)",LIB,4,5,"In opposition, I was our party's trade critic."
0000204,0.353062,Romeo Saganash,NDP,7,3,This is one of the many long injustices faced by indigenous peoples in Canada. 
0000082,0.353690,Bill Morneau,LIB,7,8,"For those 300,000 children who are being lifted out of poverty, for their parents, it is intensely personal."
0000100,0.355958,Diane Lebouthillier,LIB,6,6,Our plan is working. 
0000081,0.357848,Bill Morneau,LIB,3,5,Those are the numbers. 
0000925,0.358748,"Hon. Dominic LeBlanc (Beauséjour, Lib.)",LIB,7,3,"Instead of doing something about it, the Conservatives keep singing the praises of the Minister of Finance, who keeps failing to show up for work."
0000681,0.361303,"Ms. Brigitte Sansoucy (Saint-Hyacinthe—Bagot, NDP)",NDP,6,4, Will the government immediately make recurrent funding available for mental health care services for first nations youth?
0000042,0.362316,Pierre Poilievre,CPC,7,3,"Mr. Speaker, yesterday John Ivison indicated that he received some documents showing that the sale of the 680,000 shares by the minister would have happened on December 3"
0001015,0.363499,"Mr. Justin Trudeau (Papineau, Lib.)",LIB,6,3,"Mr. Speaker, once again, with income splitting, the government will favour Canadians who earn over $233,000 per year. "
0000578,0.365317,"Hon. Bill Morneau (Minister of Finance, Lib.)",LIB,4,5,It is important that there be a competitive market in credit card fees so consumers can be well treated.
0000845,0.366250,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",CPC,3,4," As this matter is currently before the courts, it would be inappropriate for me to comment further on this case."
0000849,0.367175,"Mr. Alexandre Boulerice (Rosemont—La Petite-Patrie, NDP)",NDP,5,3,"The Conservatives promised us a transparent, open and accountable government."
0000308,0.368087,"Hon. Bill Morneau (Minister of Finance, Lib.)",LIB,3,6,We will consider ways of providing the necessary training for the good jobs of the future.
0000384,0.369843,"L'hon. Karina Gould (ministre des Institutions démocratiques, Lib.):  ",LIB,4,7,"Over 360,000 Canadians weighed in at MyDemocracy.ca."
0000332,0.375222,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",LIB,4,7,"Mr. Speaker, our government is committed to maintaining a refugee system that maintains our tradition of providing compassion to those seeking safety and security in our country."
0000046,0.375282,Maxime Bernier,CPC,6,3,My question is simple. Was that person the Minister of Finance?
0000733,0.379517,"Hon. Thomas Mulcair (Outremont, NDP)",NDP,7,3,"On exactly what authority can a Prime Minister relieve Air Canada of its legal obligations, which are very clear under the terms of a piece of Canadian legislation that is still in force? "
0000092,0.379621,Andrew Scheer,CPC,7,2," Once again, who are they?"
0000212,0.380879,Thomas Mulcair,NDP,8,2,"   The Prime Minister is accountable for this appointment. In light of this flagrant contradiction, will he take Madeleine Meilleur's name off the list?"
0000300,0.381880,"L’hon. Diane Lebouthillier (ministre du Revenu national, Lib.)",LIB,5,6,Our government increased the basic amount and the additional residency amount used in the calculation of the northern residence tax deduction.
0000398,0.382045,"Ms. Georgina Jolibois (Desnethé—Missinippi—Churchill River, NDP)",NDP,5,4,Will the minister commit to ongoing funding so that northern youth are employed?
0000868,0.382528,"Hon. Leona Aglukkaq (Minister of the Environment, Minister of the Canadian Northern Economic Development Agency and Minister for the Arctic Council, CPC)",CPC,2,5,That translates to 225 megatonnes.
0000988,0.383688,"Mr. John Williamson (New Brunswick Southwest, CPC)",CPC,3,6," Mr. Speaker, Canada's natural resource sector supports an impressive 1.8 million good paying jobs."
0000153,0.383812,Justin Trudeau,LIB,6,4,That is why we put forward proposals that will ask wealthy Canadians to stop using the advantages that the system currently gives them.
0000058,0.384028,Chrystia Freeland,LIB,7,3,"We will never accept extreme proposals that harm the national interest, and I know Canadians are with us."
0000075,0.385134,Luc Berthold,CPC,7,3,"In the same interview, he said that the goal was to raise a pile of money to help the Liberal leader become the next prime minister. "
0000983,0.385140,"Mr. Andrew Saxton (Parliamentary Secretary to the Minister of Finance, CPC)",CPC,7,3,"While we are focused on creating jobs, the Liberal leader has the old Liberal high-tax, high-debt agenda that would threaten jobs and set working families back."
0001018,0.386764,"Mr. Matthew Dubé (Chambly—Borduas, NDP)",NDP,6,4,We need to improve this process.
0000285,0.387492,"Ms. Tracey Ramsey (Essex, NDP)",NDP,6,4,"Yesterday at the trade committee, the Minister of International Trade admitted that he has not had any talks with China about steel dumping, despite having embarked on a potential free trade agreement with China."
0000163,0.388265,Joel Lightbound,LIB,4,6,Farm family members can continue working.
0000986,0.388433,"Mrs. Carol Hughes (Algoma—Manitoulin—Kapuskasing, NDP)",NDP,7,3,These communities experience major response time delays that can have devastating and tragic impacts.
0000135,0.388694,Rachael Harder,CPC,5,6,"Mr. Speaker, Dina and Maurice are farmers in my riding."
0000377,0.389177,"Hon. Pierre Poilievre (Carleton, CPC)",CPC,7,4,"In fact, they very dutifully produced a report that said that these costs would cascade down on to middle-class and working-class Canadians."
0000667,0.389812,"Hon. Hunter Tootoo (Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",LIB,7,7,"I would like to thank the member for her question, and I could not agree with her more; it was an issue that was totally ignored by the previous government. "
0000221,0.389855,Andrew Scheer,CPC,7,4,"However, when he actually has the chance to do some good for Canadian families, the answer is no."
0000234,0.390426,Darrell Samson,LIB,6,6,  Can the Parliamentary Secretary to the Minister of National Defence tell us a little bit about what the government is doing to help our soldiers?
0000415,0.390508,"Mr. Nathan Cullen (Skeena—Bulkley Valley, NDP)",NDP,8,3,"First, the minister threw the committee under the bus, and now the Liberals are trying to blame us for their terrible survey. "
0000837,0.390578,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",CPC,6,5,That is a fair way to ensure that they have access to the benefits to which they are entitled.
0000154,0.390734,Justin Trudeau,LIB,4,7,"As chief science advisor, she will provide impartial scientific advice to me and the Minister of Science so we can make better decisions, based on evidence, on health and environmental issues that affect all Canadians."
0000430,0.390743,"Hon. Marc Garneau (Minister of Transport, Lib.)",LIB,4,5,"Earlier this week, the government put out an RFP for a feasibility study on the possible use of event data recorders on commercial buses."
0000110,0.390763,Marc Serre,LIB,5,7,Could the Prime Minister give us an idea of the kind of work the government is doing to improve access to drinking water and wastewater treatment on reserves?
0000542,0.391325,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,7,7,"Mr. Speaker, after 10 years of failed policies on growth that consisted mostly of tax breaks for the wealthiest Canadians, we are actually working to draw in global investment to demonstrate to Canadians and to the world that we understand that building a strong economy that works for the middle class goes hand in hand with creating a sustainable, protected environment."
0000338,0.391354,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",LIB,6,7,"Mr. Speaker, our government is proud of Canada's tradition of compassion toward those who are fleeing war and persecution."
0001001,0.391809,"Hon. James Moore (Minister of Industry, CPC)",CPC,6,4,"For example, we are putting forward our national shipbuilding procurement policy, which the NDP has opposed."
0000794,0.392719,"Mr. Phil McColeman (Brantford—Brant, CPC)",LIB,5,5," Mr. Speaker, the Liberals promised Canadians a revenue-neutral tax cut, made possible by taxing high earners."
