,IDMain,countedWords,date,english,floor,french,label,party,seconds,sentencePolarity,sentiment,speaker,timeStamp,wordPolaritySummed,youTube
286,2017 04 12 6,15,2017-04-12,"  Yesterday, the Minister of Finance tabled a 308 page budget implementation act, which makes amendments to more than 20 different statutes.","  Yesterday, the Minister of Finance tabled a 308 page budget implementation act, which makes amendments to more than 20 different statutes.",0,287,CPC,8.17,0.02053234286514844,0.02053234286514844,"Mr. Scott Reid (Lanark—Frontenac—Kingston, CPC)",29M 37S,0.4067210619583161,https://youtu.be/Zj3lpzyBABM
287,2017 04 12 7,13,2017-04-12,Will the government leverage our combined buying power so that together we can negotiate lower drug prices?,Will the government leverage our combined buying power so that together we can negotiate lower drug prices?,0,288,NDP,6.4,0.05009609870051335,0.05009609870051335,"Ms. Rachel Blaney (North Island—Powell River, NDP)",32M 15S,0.6497619831591563,https://youtu.be/xM55RKoCdB0
288,2017 04 12 8,6,2017-04-12,    The government has lamely suggested it needs more time to study the report.,    The government has lamely suggested it needs more time to study the report.,0,289,CPC,4.3,0.0005142947525850466,0.0005142947525850466,"Hon. Peter Kent (Thornhill, CPC)",35M 46S,0.1922070008170392,https://youtu.be/abMj1RLzvfU
289,2017 04 12 9,24,2017-04-12,We know that Canadian pressure and Canada being part of UNRWA allow us to ensure that the help is going to where it is needed and it is not creating negative consequences for Israel or for anyone else.,We know that Canadian pressure and Canada being part of UNRWA allow us to ensure that the help is going to where it is needed and it is not creating negative consequences for Israel or for anyone else.,0,290,LIB,14.02,0.25085159232444965,-0.25085159232444965,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",37M 52S,1.809328530176052,https://youtu.be/tTBtUK4ZslA
290,2017 04 07 0,16,2017-04-07,"Mr. Speaker, this government was elected on a commitment to Canadians to modernize the way this place worked and to bring it into the 21st century.","Mr. Speaker, this government was elected on a commitment to Canadians to modernize the way this place worked and to bring it into the 21st century.",0,291,LIB,8.04,0.5327221905213914,0.5327221905213914,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",15M 35S,0.8214672300299364,https://youtu.be/f8yrhIc7dW0
291,2017 04 07 1,15,2017-04-07,This is exactly what the Liberals are doing by giving $373 million of taxpayer money to Bombardier so it can pad its pockets with bonuses.,This is exactly what the Liberals are doing by giving $373 million of taxpayer money to Bombardier so it can pad its pockets with bonuses.,0,292,CPC,11.1,0.44449273788840005,-0.44449273788840005,"Hon. Diane Finley (Haldimand—Norfolk, CPC)",19M 45S,0.8114115284416974,https://youtu.be/riwlgsjO6bo
292,2017 04 07 2,15,2017-04-07," If the Liberals will not demand accountability from Bombardier executives, how can taxpayers believe they will demand accountability for the loan?"," If the Liberals will not demand accountability from Bombardier executives, how can taxpayers believe they will demand accountability for the loan?",0,293,CPC,9.4,0.018844238699654958,-0.018844238699654958,"Hon. Diane Finley (Haldimand—Norfolk, CPC)",19M 57S,0.6271201269877825,https://youtu.be/PH1f3_O3ExA
293,2017 04 07 3,12,2017-04-07,"Mr. Speaker, unlike the party opposite, we understand that the environment and the economy go together. ","Mr. Speaker, unlike the party opposite, we understand that the environment and the economy go together. ",0,294,LIB,6.13,0.025481764809228452,-0.025481764809228452,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",24M 28S,0.4982267349259929,https://youtu.be/AaGG32dQ2Y0
294,2017 04 07 4,13,2017-04-07," Mr. Speaker, the senator's recurring comments about residential schools are ill-informed, hurtful, and quite simply false."," Monsieur le Président, les commentaires récurrents de la sénatrice concernant les pensionnats indiens sont mal informés, blessants et tout simplement faux.",1,295,LIB,9.27,0.4822725010994223,-0.4822725010994223,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",25M 43S,0.8899934099546434,https://youtu.be/FNsjstk4czY
295,2017 04 07 5,19,2017-04-07,"Mr. Speaker, Canada's forestry sector is very important to our communities, and a stable and predictable market helps promote economic development and good jobs. ","Mr. Speaker, Canada's forestry sector is very important to our communities, and a stable and predictable market helps promote economic development and good jobs. ",0,296,LIB,9.05,1.2345693346911246,1.2345693346911246,"Ms. Kim Rudd (Parliamentary Secretary to the Minister of Natural Resources, Lib.)",31M 12S,1.3018480225333149,https://youtu.be/Ar3RdUr93Cg
296,2017 04 07 6,22,2017-04-07,"Mr. Speaker, this week, Clement Masse, president of the Barreau du Bas-Saint-Laurent-Gaspesie-Îles-de-la-Madeleine expressed his concern about the lack of Quebec Superior Court judges.","Monsieur le Président, cette semaine, Me Clément Massé, bâtonnier du Barreau du Bas-Saint-Laurent-Gaspésie-Îles-de-la-Madeleine, a exprimé ses inquiétudes par rapport au manque d'effectifs à la Cour supérieure du Québec.",1,297,CPC,9.26,0.2879908371043191,0.2879908371043191,"M. Bernard Généreux (Montmagny—L'Islet—Kamouraska—Rivière-du-Loup, PCC)",37M 56S,1.0107521785497997,https://youtu.be/gpVAkESL1XE
297,2017 04 07 7,37,2017-04-07,"Given the already unacceptable delays in the court system, will the Minister of Justice get out of her bubble in Ottawa and Vancouver and quickly review the selection process to fill the empty positions in our regions, or would she rather see dangerous criminals released because of her failure to act, as we saw yesterday in Quebec?","Ayant des délais judiciaires déjà inacceptables, la ministre de la Justice peut-elle sortir de sa bulle d'Ottawa et de Vancouver et vite revoir son processus de sélection pour combler le vide dans nos régions, ou bien préfère-t-elle voir des criminels dangereux relâchés en raison de son incapacité d'agir, comme on l'a vu hier au Québec?",1,298,CPC,17.43,0.8433411540775396,-0.8433411540775396,"Mr. Bernard Généreux (Montmagny—L'Islet—Kamouraska—Rivière-du-Loup, CPC)",38M 26S,1.9751741290570608,https://youtu.be/CnwVGVybPsQ
298,2017 04 07 8,20,2017-04-07,"Eighty-two per cent of grain farmers depend on this tax deferral to help them mitigate uncertainties in grain farming, which can change greatly from year to year.","Eighty-two per cent of grain farmers depend on this tax deferral to help them mitigate uncertainties in grain farming, which can change greatly from year to year.",0,299,CPC,9.2,0.04008163431925432,-0.04008163431925432,"Mr. Martin Shields (Bow River, CPC)",44M 13S,0.7082174314917731,https://youtu.be/76JE9ewU5HE
299,2017 04 07 9,16,2017-04-07,Our government increased the basic amount and the additional residency amount used in the calculation of the northern residence tax deduction.,Notre gouvernement a effectivement augmenté le montant de base et le montant additionnel pour la résidence relatifs au calcul de la déduction pour les habitants des régions éloignées.,1,300,LIB,9.4,0.1532792624618326,0.1532792624618326,"L’hon. Diane Lebouthillier (ministre du Revenu national, Lib.)",49M 49S,0.4060129509972674,https://youtu.be/P2j_ZUYIpRU
300,2017 03 23 0,9,2017-03-23,We are trying to encourage a debate on how to improve accountability in the House.,Nous essayons d'encourager un débat sur la façon d'améliorer la responsabilité à la Chambre. ,1,301,LIB,6.13,0.2786234031872092,0.2786234031872092,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",6M 1S,0.5163184277272583,https://youtu.be/9BKt07D2Mlk
301,2017 03 23 1,9,2017-03-23,"Let there be no mistake: our Prime Minister will be more accountable, not less accountable.","Ne nous méprenons pas: notre premier ministre sera plus responsable, pas moins responsable.",1,302,LIB,5.59,0.2832327361206159,-0.2832327361206159,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",6M 13S,0.3399544883639984,https://youtu.be/SBDTLOYaI4o
302,2017 03 23 2,16,2017-03-23,"Mr. Speaker, the discussion paper that I shared with members of Parliament as well as Canadians was to encourage us to have a conversation, a discussion. ","Mr. Speaker, the discussion paper that I shared with members of Parliament as well as Canadians was to encourage us to have a conversation, a discussion. ",0,303,LIB,9.13,0.7630306008837318,0.7630306008837318,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",7M 15S,0.8369405762059614,https://youtu.be/BPPLu9fUUXI
303,2017 03 23 3,23,2017-03-23,"Mr. Speaker, in budget 2017 we propose to help make communities healthier and more inclusive, invest in faster and more efficient public transit, and build more cultural and recreational centres and affordable housing.","Monsieur le Président, dans le budget de 2017, nous proposons de contribuer à rendre les collectivités plus saines et plus inclusives, d'investir dans les transports en commun plus rapides et plus efficaces et à construire davantage de centres culturels récréatifs et de logements abordables.",1,304,LIB,15.53,1.795571720393907,1.795571720393907,"Mr. Marc Miller (Parliamentary Secretary to the Minister of Infrastructure and Communities, Lib.)",21M 37S,1.852810505145629,https://youtu.be/cFrif7-ACXs
304,2017 03 23 4,21,2017-03-23,"The Leader of the Government in the House of Commons claims she wants to discuss this, but at the same time has ordered her MPs to pass these changes in committee in a backroom on Parliament Hill.","La leader du gouvernement à la Chambre des communes prétend vouloir converser, mais elle ordonne en même temps à ses députés d'adopter ces changements en comité dans une salle obscure du Parlement.",1,305,CPC,10.42,0.04747951718413142,-0.04747951718413142,"M. Luc Berthold (Mégantic—L'Érable, PCC)",22M 27S,0.7794939787875463,https://youtu.be/pc3lkUQfjIA
305,2017 03 23 5,11,2017-03-23,Our government knows that the work members do here in the House and in their ridings is important. , C'est notre gouvernement qui reconnaît l'importance du travail que font les députés à la Chambre des communes et dans leur circonscription.,1,306,LIB,8.03,0.19222589474208818,0.19222589474208818,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",24M 38S,0.4535710175810632,https://youtu.be/Q1ts7hRDXVw
306,2017 03 23 6,26,2017-03-23,"I know there are some hard-working people with integrity on that side. Will any of them stand up, show some independence, and say no to the Prime Minister and no to the House leader, who has completely botched this for all of you?","I know there are some hard-working people with integrity on that side. Will any of them stand up, show some independence, and say no to the Prime Minister and no to the House leader, who has completely botched this for all of you?",0,307,CPC,9.19,0.5307704067693391,-0.5307704067693391,"Hon. Candice Bergen (House Leader of the Official Opposition, CPC)",26M 56S,1.4869297019675807,https://youtu.be/CvoJ14xG9Hg
307,2017 03 23 7,11,2017-03-23,We will consider ways of providing the necessary training for the good jobs of the future.,Nous allons considérer les façons dont nous pouvons offrir la formation nécessaire pour les bons emplois de l'avenir.,1,308,LIB,7.08,0.7113658612693793,0.7113658612693793,"Hon. Bill Morneau (Minister of Finance, Lib.)",31M 31S,0.7465409237192945,https://youtu.be/Ajvtdeh1Ipo
308,2017 03 23 8,8,2017-03-23,She has seen a lot of the stuff that has taken place here. ,She has seen a lot of the stuff that has taken place here. ,0,309,LIB,2.52,0.42709919358769965,-0.42709919358769965,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",32M 36S,0.4497530787734182,https://youtu.be/5pMGSZvwwfk
309,2017 03 23 9,21,2017-03-23,"Even the most out-of-touch Hollywood celebrity would blush at this type of spending, and 17 hundred bucks to feed a family of five on a three hour flight.","Even the most out-of-touch Hollywood celebrity would blush at this type of spending, and 17 hundred bucks to feed a family of five on a three hour flight.",0,310,CPC,9.4,0.5003335690084246,-0.5003335690084246,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",41M 41S,0.7250823119081492,https://youtu.be/z07djd1xK_Q
310,2017 03 20 0,18,2017-03-20,"They are shutting down debate, they are ramming through legislation, and we have a Prime Minister who does not want to answer questions directly on his ethical lapses.","They are shutting down debate, they are ramming through legislation, and we have a Prime Minister who does not want to answer questions directly on his ethical lapses.",0,311,CPC,8.51,0.5262366739480058,-0.5262366739480058,"Hon. Candice Bergen (Portage—Lisgar, CPC)",3M 27S,0.8028622117604496,https://youtu.be/XcQdZSQxEqw
311,2017 03 20 1,7,2017-03-20,Their plan also seems to include the privatization of Canadian airports. ,Their plan also seems to include the privatization of Canadian airports. ,0,312,NDP,4.57,0.13166328629345764,0.13166328629345764,"Hon. Thomas Mulcair (Outremont, NDP)",6M 11S,0.580464849148744,https://youtu.be/lTtUuTh5M6g
312,2017 03 20 2,21,2017-03-20,"The fact is that, on Wednesday, everyone will see a budget focused on the growth of the middle class and on the assistance that Canadians so sorely need after 10 years of Conservative government.","La réalité, c'est que mercredi, tout le monde va voir un budget axé sur la croissance de la classe moyenne et sur l'aide dont les Canadiens ont tant besoin après 10 ans de gouvernement conservateur.",1,313,LIB,13.35,0.04172740966480757,0.04172740966480757,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",10M 44S,0.9669102512832198,https://youtu.be/t17hLQEFcFE
313,2017 03 20 3,7,2017-03-20,"Mr. Speaker, my thanks to my colleague for his question."," Monsieur le Président, je tiens à remercier mon collègue de sa question.",1,314,LIB,4.16,0.30139568840552655,0.30139568840552655,"Hon. Ginette Petitpas Taylor (Parliamentary Secretary to the Minister of Finance, Lib.)",20M 0S,0.40564006892964244,https://youtu.be/ckzZHWcvzFI
314,2017 03 20 4,16,2017-03-20,"  Of course, we launched public consultations last year to consider all the repercussions that digital services have on the entire Canadian cultural ecosystem.","Bien entendu, nous avons lancé des consultations publiques au cours de la dernière année pour repenser toutes les répercussions qu'ont les services numériques sur l'entièreté de l'écosystème dans le domaine culturel canadien.",1,315,LIB,13.21,0.2486631837715062,0.2486631837715062,"L’hon. Mélanie Joly (ministre du Patrimoine canadien, Lib.)",35M 19S,0.757767322834947,https://youtu.be/FkAocP2tjFQ
315,2017 03 20 5,20,2017-03-20,Last week it was revealed that the Prime Minister also used the non-partisan Privy Council Office and its staff to support those same campaign events.,Last week it was revealed that the Prime Minister also used the non-partisan Privy Council Office and its staff to support those same campaign events.,0,316,CPC,10.15,0.2167674942320447,-0.2167674942320447,"Mr. Glen Motz (Medicine Hat—Cardston—Warner, CPC)",37M 53S,1.150360438604756,https://youtu.be/WTGV13YNqU0
316,2017 03 20 6,17,2017-03-20,Will the Prime Minister confirm that he is using Privy Council Office resources to again help campaign in the upcoming five by-elections?,Will the Prime Minister confirm that he is using Privy Council Office resources to again help campaign in the upcoming five by-elections?,0,317,CPC,9.47,0.06968071865308703,0.06968071865308703,"Mr. Glen Motz (Medicine Hat—Cardston—Warner, CPC)",38M 5S,0.690969060426661,https://youtu.be/HwmcODHywJY
317,2017 03 20 7,13,2017-03-20,Can the Minister of International Development and La Francophonie inform the House of the details of this major announcement?,Est-ce que la ministre du Développement international et de la Francophonie peut informer la Chambre des détails de cette importante annonce?,1,318,LIB,9.19,0.3269071112133263,0.3269071112133263,"Ms. Anju Dhillon (Dorval—Lachine—LaSalle, Lib.)",39M 17S,0.5384451320049786,https://youtu.be/cZ4rv395iuQ
318,2017 03 20 8,36,2017-03-20,"Now, Jean Boyle, a former general and the former vice president of international business at Boeing when the Super Hornet was being developed, is saying that NORAD will use its best planes, either the F-35 or the F-22, and not fourth generation jets like the Super Hornet, to protect the North.","Maintenant, c'est Jean Boyle, un ancien général et vice-président responsable des affaires internationales de Boeing au moment où le Super Hornet était en développement, qui estime que le NORAD utilisera ses meilleurs appareils, soit le F-35 ou le F-22, et non des jets de quatrième génération comme le Super Hornet, pour assurer la protection du Nord.",1,319,CPC,16.41,0.19266877249486114,0.19266877249486114,"M. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, PCC)",43M 38S,1.3838473659655262,https://youtu.be/0qJvOlW1o5c
319,2017 03 20 9,19,2017-03-20,"Mr. Speaker, today in the Superior Court of Quebec begins the court challenge of Bill 99, the law that recognizes the right of the people of Quebec to independence.","Monsieur le Président, aujourd'hui commence à la Cour supérieure du Québec la contestation judiciaire de la loi 99, la loi qui reconnaît au peuple québécois son droit à l'indépendance.",1,320,BQ,11.3,0.04008930355277178,-0.04008930355277178,"Mr. Xavier Barsalou-Duval (Pierre-Boucher—Les Patriotes—Verchères, BQ)",44M 30S,0.6659118953476927,https://youtu.be/-6SUWCW3ZAU
320,2017 03 08 0,7,2017-03-08,This government has committed to making more opportunities for under-represented groups. ,This government has committed to making more opportunities for under-represented groups. ,0,321,LIB,5.39,0.222768555719605,0.222768555719605,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",12M 56S,0.4529159704439475,https://youtu.be/648gPxRj1Mo
321,2017 03 08 1,8,2017-03-08,We all know that women do not have equal rights in Saudi Arabia. ,Nous savons tous et toutes que les femmes ne disposent pas de droits égaux en Arabie saoudite. ,1,322,NDP,7.15,0.09545962517586304,-0.09545962517586304,"Ms. Hélène Laverdière (Laurier—Sainte-Marie, NDP)",18M 52S,0.5176745069589483,https://youtu.be/E84wE2PZnkA
322,2017 03 08 2,5,2017-03-08,His ministers are now taking their cue from him.,His ministers are now taking their cue from him.,0,323,CPC,2.25,0.06739567260124855,-0.06739567260124855,"Ms. Marilyn Gladu (Sarnia—Lambton, CPC)",22M 44S,0.1870283587070714,https://youtu.be/ZC3NxGQxst4
323,2017 03 08 3,17,2017-03-08,"We are going to keep working for Canadians every day, and I encourage the member to work with us so that we can get more done together.","Nous allons continuer à travailler pour les Canadiens et les Canadiennes chaque jour, et j'encourage la députée à travailler avec nous pour que nous puissions mieux travailler ensemble.",1,324,LIB,10.01,0.7666365324652621,0.7666365324652621,"L’hon. Bardish Chagger (leader du gouvernement à la Chambre des communes et ministre de la Petite Entreprise et du Tourisme, Lib.)",24M 28S,0.9580383003423256,https://youtu.be/ztWykYSXvtE
324,2017 03 08 4,13,2017-03-08,"Worse, northern families do not have access to proper information due to unreliable Internet and other crucial services.","Worse, northern families do not have access to proper information due to unreliable Internet and other crucial services.",0,325,NDP,8.17,0.07461419001473193,-0.07461419001473193,"Ms. Georgina Jolibois (Desnethé—Missinippi—Churchill River, NDP)",24M 57S,0.905033327923385,https://youtu.be/6RFAuwa7dNs
325,2017 03 08 5,13,2017-03-08,"Mr. Speaker, we know that the funding to help many Syrian refugees resettle runs out this month. ","Monsieur le Président, nous savons que, ce mois-ci, le financement reçu par de nombreux réfugiés syriens pour leur réinstallation est épuisé.",1,326,CPC,9.06,0.06717451533768326,0.06717451533768326,"Hon. Michelle Rempel (Calgary Nose Hill, CPC)",35M 59S,0.5022735188415806,https://youtu.be/oWADVxIR0bc
326,2017 03 08 6,11,2017-03-08,How much will the government pay in Canadian taxpayers' dollars to support its ill-fated refugee plan?,How much will the government pay in Canadian taxpayers' dollars to support its ill-fated refugee plan?,0,327,CPC,8.31,0.07780982582439072,0.07780982582439072,"Hon. Michelle Rempel (Calgary Nose Hill, CPC)",37M 28S,0.4487394651077921,https://youtu.be/zDh67tQgWis
327,2017 03 08 7,16,2017-03-08,"Mr. Speaker, on March 2, the Minister of International Development and La Francophonie said, “Sexual and reproductive health and rights are human rights.","Monsieur le Président, le 2 mars, la ministre du Développement international et de la Francophonie déclarait: « La santé et les droits sexuels et reproductifs sont un droit fondamental.",1,328,LIB,9.47,0.3272254110925132,0.3272254110925132,"Ms. Linda Lapointe (Rivière-des-Mille-Îles, Lib.)",39M 36S,0.592431905864422,https://youtu.be/Z2uuXTXhGeg
328,2017 03 08 8,16,2017-03-08," Out of 4,000 runaways at youth centres in Quebec, 76% are girls, and 30% of them have been sexually exploited or exposed to prostitution. ","Sur 4 000 fugues survenues dans les centres jeunesse du Québec, 76 % ont été faites par des filles, et 30 % d'entre elles sont exploitées sexuellement ou ont été exposées à la prostitution.",1,329,NDP,10.08,0.5040589826863392,-0.5040589826863392,"Mme Anne Minh-Thu Quach (Salaberry—Suroît, NPD)",42M 5S,0.872801354695444,https://youtu.be/vQDqkBvBf3Q
329,2017 03 08 9,24,2017-03-08,"This has been brought into play by the bill I submitted in the 41st Parliament, unanimously supported in the House and the Senate, and continues to be strongly supported by members on all sides of this House.","This has been brought into play by the bill I submitted in the 41st Parliament, unanimously supported in the House and the Senate, and continues to be strongly supported by members on all sides of this House.",0,330,GRN,13.21,0.25728174007547616,0.25728174007547616,"Ms. Elizabeth May (Saanich—Gulf Islands, GP)",45M 33S,0.7291015637248555,https://youtu.be/jir-ZC-Y5eM
330,2017 02 24 0,17,2017-02-24,"Seriously. For 15 months now, the Liberals have done absolutely nothing for the 200,000 Canadians who work hard in our forestry industry.","Sérieusement, pendant 15 mois, on n'a rien fait pour les 200 000 Canadiens qui travaillent fort dans notre industrie forestière.",1,331,CPC,5.52,0.04703007377351493,0.04703007377351493,"Mr. Luc Berthold (Mégantic—L'Érable, CPC)",5M 31S,0.9165137092682667,https://youtu.be/YlqqlQUOWz0
331,2017 02 24 1,17,2017-02-24,"Mr. Speaker, our government is committed to maintaining a refugee system that maintains our tradition of providing compassion to those seeking safety and security in our country.","Mr. Speaker, our government is committed to maintaining a refugee system that maintains our tradition of providing compassion to those seeking safety and security in our country.",0,332,LIB,10.15,0.7993575584654796,0.7993575584654796,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",7M 13S,0.953931166222901,https://youtu.be/uH12Soj16D8
332,2017 02 24 2,11,2017-02-24,"How would that be good for the 400,000 people who cross that border every day?","How would that be good for the 400,000 people who cross that border every day?",0,333,LIB,5.25,0.16799419791537476,0.16799419791537476,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",8M 44S,0.2808860284193153,https://youtu.be/6Tl2GdeeVqE
333,2017 02 24 3,4,2017-02-24,This is a good deal for Canada.,This is a good deal for Canada.,0,334,LIB,2.04,0.0516752924637071,0.0516752924637071,"Mr. David Lametti (Parliamentary Secretary to the Minister of Innovation, Science and Economic Development, Lib.)",14M 1S,0.3625079362121012,https://youtu.be/9n2-9JOr2qE
334,2017 02 24 4,24,2017-02-24,"While it is far from clear that this deal will be good for Canada, we know that Chinese billionaires have been very good to the Liberal Party of Canada at $1,500 per person cash for access fundraisers.","While it is far from clear that this deal will be good for Canada, we know that Chinese billionaires have been very good to the Liberal Party of Canada at $1,500 per person cash for access fundraisers.",0,335,CPC,11.24,0.25723339021039604,-0.25723339021039604,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",15M 52S,1.4276069413587849,https://youtu.be/4mC2HlY1nt0
335,2017 02 24 5,63,2017-02-24,"Mr. Speaker, I am pleased to have this opportunity to speak a bit about the agenda we have for seniors, a very strong agenda, and not only for this generation of seniors, many of whom are being taken out of poverty through the increase in the guaranteed income supplement and the lowering of the age of eligibility to 65 years—100,000 seniors will not need to enter into severe poverty—but also through the enhancement of the Canada pension plan, which is going to take 300,000 future seniors out of income vulnerability.","Mr. Speaker, I am pleased to have this opportunity to speak a bit about the agenda we have for seniors, a very strong agenda, and not only for this generation of seniors, many of whom are being taken out of poverty through the increase in the guaranteed income supplement and the lowering of the age of eligibility to 65 years—100,000 seniors will not need to enter into severe poverty—but also through the enhancement of the Canada pension plan, which is going to take 300,000 future seniors out of income vulnerability.",0,336,LIB,34.12,0.8104753136431099,0.8104753136431099,"Hon. Jean-Yves Duclos (Minister of Families, Children and Social Development, Lib.)",23M 36S,2.962818963047798,https://youtu.be/A8R85kZ4Sb4
336,2017 02 24 6,31,2017-02-24,"That is the reason why the Minister of Transport met with various law enforcement officials to emphasize just how reckless this action is and to ask for the public's help when they see something like this happening, for them to call 911 and let police officials know. ","That is the reason why the Minister of Transport met with various law enforcement officials to emphasize just how reckless this action is and to ask for the public's help when they see something like this happening, for them to call 911 and let police officials know. ",0,337,LIB,17.23,0.3521260965935653,-0.3521260965935653,"Mrs. Karen McCrimmon (Parliamentary Secretary to the Minister of Transport, Lib.)",42M 4S,1.5648493155957632,https://youtu.be/FwPVnAE0qlM
337,2017 02 24 7,12,2017-02-24,"Mr. Speaker, our government is proud of Canada's tradition of compassion toward those who are fleeing war and persecution.","Mr. Speaker, our government is proud of Canada's tradition of compassion toward those who are fleeing war and persecution.",0,338,LIB,6.06,0.0009716437343740836,0.0009716437343740836,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",42M 43S,0.8777398169186199,https://youtu.be/R3n7N8X2zEQ
338,2017 02 24 8,27,2017-02-24,"I am listening and I am prepared to work with my federal colleagues, the City of Quebec, the province, and the staff at Parks Canada in order to ensure that the public and anyone who is interested can access the artifacts in a timely manner."," Je suis à l'écoute et je suis prête à travailler avec mes collègues du fédéral, avec la Ville de Québec, la province, ainsi que le personnel de Parcs Canada, afin de nous assurer que le public et toutes les parties intéressées sont en mesure d'accéder, en temps opportun, aux artéfacts.",1,339,LIB,18.18,1.2918438349962733,1.2918438349962733,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",48M 56S,1.6126294359710294,https://youtu.be/cRhhVBJ9OpQ
339,2017 02 24 9,6,2017-02-24," Mr. Speaker, my question is for the Prime Minister."," Mr. Speaker, my question is for the Prime Minister.",0,340,IND,4.16,0.025717803586823188,-0.025717803586823188,"Hon. Hunter Tootoo (Nunavut, Ind.)",48M 57S,0.27936918600503957,https://youtu.be/BPC654Xj8jc
340,2017 02 21 0,15,2017-02-21,"The Prime Minister clearly told refugees that Canada would welcome them, but he is refusing to put his money where his mouth is.","Le premier ministre a dit clairement aux réfugiés que le Canada les accueillerait, mais il refuse toujours de joindre l'acte à la parole.",1,341,NDP,8.18,0.09115994596270734,-0.09115994596270734,"Ms. Hélène Laverdière (Laurier—Sainte-Marie, NDP)",5M 47S,0.9041116800360343,https://youtu.be/5mREwUVHGe4
341,2017 02 21 1,15,2017-02-21,"Clearly, the Conservatives had no plan, and while the Liberals sound welcoming, they have implemented absolutely zero measures to address this situation. ","Clearly, the Conservatives had no plan, and while the Liberals sound welcoming, they have implemented absolutely zero measures to address this situation. ",0,342,NDP,9.54,0.2776992750586942,-0.2776992750586942,"Ms. Jenny Kwan (Vancouver East, NDP)",6M 53S,1.0578050785199073,https://youtu.be/7acyyXEWmVU
342,2017 02 21 2,31,2017-02-21,"Mr. Speaker, Canadians expect their government to do two things: to stand up for Canadian values and continue to talk about the openness and the strength with which we engage with the world and also to have a strong working relationship with the American government and officials","Mr. Speaker, Canadians expect their government to do two things: to stand up for Canadian values and continue to talk about the openness and the strength with which we engage with the world and also to have a strong working relationship with the American government and officials",0,343,LIB,17.09,1.0001801280886868,1.0001801280886868,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",8M 38S,1.4892513935504084,https://youtu.be/AaiyybolckQ
343,2017 02 21 3,13,2017-02-21,"We introduced the Canada child benefit, which will help nine out of 10 families by giving them more money.","Nous avons intstauré l'Allocation canadienne pour enfants, qui aidera neuf familles sur dix en leur accordant plus d'argent.",1,344,LIB,6.27,0.47124311223212456,0.47124311223212456,"L’hon. Bill Morneau (ministre des Finances, Lib.)",11M 0S,0.7085441623852863,https://youtu.be/jv_FshKqZ40
344,2017 02 21 4,25,2017-02-21,"Mr. Speaker, we know from Statistics Canada data that carbon taxes disproportionately harm those with the least, because they must spend roughly one-third more of their household income on the items that will be taxed.","Mr. Speaker, we know from Statistics Canada data that carbon taxes disproportionately harm those with the least, because they must spend roughly one-third more of their household income on the items that will be taxed.",0,345,CPC,12.05,0.16444762223441758,-0.16444762223441758,"Hon. Pierre Poilievre (Carleton, CPC)",13M 28S,1.0608546555179472,https://youtu.be/B0hO6wXaYXM
345,2017 02 21 5,11,2017-02-21,"Will he, yes or no, impose more taxes on Canadians and job creators, the creators of wealth, the entrepreneurs?","Est-ce que, oui ou non, il va imposer davantage les Canadiens et les créateurs d'emplois, les créateurs de richesse, les entrepreneurs?",1,346,CPC,6.06,0.21215668518561864,0.21215668518561864,"M. Gérard Deltell (Louis-Saint-Laurent, PCC)",16M 21S,0.6874827894082824,https://youtu.be/g1WfCcbHTGE
346,2017 02 21 6,23,2017-02-21,"As Commissioner Paulson told the hon. member earlier today, the RCMP, the CBSA, the IRCC, and other Canadian agencies are working seamlessly and relentlessly together to achieve the objectives of border integrity and public safety.","As Commissioner Paulson told the hon. member earlier today, the RCMP, the CBSA, the IRCC, and other Canadian agencies are working seamlessly and relentlessly together to achieve the objectives of border integrity and public safety.",0,347,LIB,17.36,1.1813727242032268,1.1813727242032268,"Hon. Ralph Goodale (Minister of Public Safety and Emergency Preparedness, Lib.)",24M 19S,1.4034916497060166,https://youtu.be/F9kXFRAoX_k
