"Label","Date","ID_main","youTube","timeStamp","Speaker","French","party","seconds","english","floor","lexiProcessed","sentiment_lsd","sentiment_jockers_rinker","sentiment_sentiwordnet","sentiment_huliu"
136,"2017-10-05","2017 10 05 5","https://youtu.be/qWRHAHF4FAA","33M 15S","Earl Dreeshen",0,"CPC","5.17","Instead, they continually risk all they have to preserve the family farm.","Instead, they continually risk all they have to preserve the family farm.","Instead , they continually risk all they have to preserve the family farm .",-1,-0.0364573515729776,-0.398597287735849,-0.284658812583821
137,"2017-10-05","2017 10 05 6","https://youtu.be/16BMpPrEhL4","41M 27S","Jim Carr",0,"LIB","13.42","The same rules that applied and that led to the approval of billions of dollars of investment in the energy sector, as well as tens of thousands of jobs, still existed and would have to the energy east pipeline.","The same rules that applied and that led to the approval of billions of dollars of investment in the energy sector, as well as tens of thousands of jobs, still existed and would have to the energy east pipeline.","The same rules that applied and that led to the approval of billions of dollars of investment in the energy sector , as xwell as tens of thousands of jobs , still existed and would have to the energy east pipeline .",1,0.106945951548559,0.215557645639272,0.230252624030784
138,"2017-10-05","2017 10 05 7","https://youtu.be/dGjJqcGwDRY","42M 14S","James Maloney",0,"LIB","11.24"," Can the Minister of Immigration, Refugees and Citizenship please update all Canadians on the government's progress on this important initiative, which was supported by all members of this House?"," Can the Minister of Immigration, Refugees and Citizenship please update all Canadians on the government's progress on this important initiative, which was supported by all members of this House?","Can the Minister of Immigration , Refugees and Citizenship please update all Canadians on the government ' s progress on this important initiative , which was supported by all members of this House ?",1,0.34821876745673,0.23462491034238,0.410010317296731
139,"2017-10-05","2017 10 05 8","https://youtu.be/O1tvGDdCpnA","42M 14S","Ahmed Hussen",1,"LIB","6.34","Mr. Speaker, I would like to thank the hon. member for Etobicoke—Lakeshore for his question.","Mr. Speaker, I would like to thank the hon. member for Etobicoke—Lakeshore for his question.","Mr . Speaker , I would like to thank the hon . member for Etobicoke—Lakeshore for his question .",1,0.105650341197932,0.148276625828204,0.268093809683377
140,"2017-10-05","2017 10 05 9","https://youtu.be/1z80znBzIKw","45M 15S","Joel Lightbound",1,"LIB","2.59","We will always stand behind our entrepreneurs and the growth they create in this country.","Nous sommes toujours derrière nos entrepreneurs et la croissance qu'ils créent au pays.","We will always stand behind our entrepreneurs and the growth they create in this country .",1,0.164405204460967,-0.427746190262513,0
141,"2017-10-02","2017 10 02 0","https://youtu.be/mbx88CoEx50","9M 21S","Melanie Joly",1,"LIB","6.19","That being said, we need to protect and promote our creative industries in this digital age.","Cela dit, à l'ère numérique, nous nous devons de protéger et de promouvoir nos industries créatives.","That being said , we need to protect and promote our creative industries in this digital age .",1,0.331816127679583,-0.00865176337011192,0.368097994410212
142,"2017-10-02","2017 10 02 1","https://youtu.be/5ssFa3v-4bU","9M 27S","Melanie Joly",1,"LIB","9.06","That is exactly why I presented a plan last Thursday to reform a sector that has not been modernized in 30 years. I","C'est exactement pourquoi, jeudi dernier, j'ai présenté un plan de réforme visant à moderniser un secteur qui n'a pas été modernisé depuis 30 ans.","That is exactly why I presented a plan last Thursday to reform a sector that has not modernized in 30 years . I",NA,0.0181274325015172,0.0476087113359262,0.0884269714663003
143,"2017-10-02","2017 10 02 2","https://youtu.be/c-7Cvh23Vyo","17M 52S","Bill Morneau",0,"LIB","4.02","I have said that we will make sure that farmers are not negatively impacted. ","I have said that we will make sure that farmers are not negatively impacted. ","I have said that we will make sure that farmers are not negatively impacted .",-0.5,0,0.0308466622036141,0
144,"2017-10-02","2017 10 02 3","https://youtu.be/LRcjHpABtvc","19M 27S","Christine Moore",1,"NDP","8.38","The Anishinaabe people in my riding, who have been waiting a long time, placed so much hope in what the Prime Minister said following the work of the Truth and Reconciliation Commission.","Les Anishinaabe de ma circonscription, qui attendent depuis longtemps, ont tellement mis d'espoir dans les paroles du premier ministre à la suite des travaux de la Commission de vérité et réconciliation.","The Anishinaabe people in my riding , who have been waiting a long time , placed so much hope in what the Prime Minister said following the work of the Truth and Reconciliation Commission .",1,0.431213671343607,0.598526188787736,0.468239466173396
145,"2017-10-02","2017 10 02 4","https://youtu.be/LAARM-rBbrQ","22M 42S","Bill Morneau",1,"LIB","7.22","That is why I listened to farmers from across the country so that I could learn more about their challenges and their ideas.","C'est pourquoi j'ai écouté les fermiers de partout au pays pour connaître leurs défis et leurs idées.","That is why I listened to farmers from across the country so that I could learn more about their challenges and their ideas .",0,0.173749740302928,0.221360381066187,0
146,"2017-10-02","2017 10 02 5","https://youtu.be/BJDqUPV0efE","25M 12S","John Barlow",0,"CPC","2.53","Will the finance minister make those calls?","Will the finance minister make those calls?","Will the finance minister make those calls ?",NA,0,0.153166518748371,0
147,"2017-10-02","2017 10 02 6","https://youtu.be/V4VZS8Bs-9M","35M 32S","Shannon Stubbs",0,"CPC","5.32","The Prime Minister claims to support Trans Mountain, but of course actions speak louder than words.","The Prime Minister claims to support Trans Mountain, but of course actions speak louder than words.","The Prime Minister claims to support Trans Mountain , but of course actions speak louder than words .",1,0.00639374121216712,-0.238204664473469,-0.308069672131148
148,"2017-10-02","2017 10 02 7","https://youtu.be/wGPHZ_4OSYQ","44M 10S","Carla Qualtrough",0,"LIB","3.41","Resolving this as quickly as possible is indeed our priority.","Resolving this as quickly as possible is indeed our priority.","Resolving this as quickly as possible is indeed our priority .",1,0.401259372244526,-0.233291203515516,0.233173157363206
149,"2017-10-02","2017 10 02 8","https://youtu.be/c3GYdd1-1nw","44M 54S","Xavier Barsalou-Duval",1,"BQ","6.06","The Prime Minister always supports the winner when he wants to cloak himself in righteousness.","Pourtant, le premier ministre appuie toujours le premier arrivé quand c'est le temps de se draper dans la vertu.","The Prime Minister always supports the winner when he wants to cloak himself in righteousness .",1,0.290672862453532,-0.0326108289083343,0.569705767510758
150,"2017-10-02","2017 10 02 9","https://youtu.be/-Qz-leIbVgY","47M 36S","Melanie Joly",1,"LIB","2.11","I work very hard to represent it well.","Je travaille très fort pour bien le représenter.","I work very hard to represent it well .",0,0.293911435808413,0.1071989374383,0.468239466173396
151,"2017-09-27","2017 09 27 0","https://youtu.be/aKfwoVNXh6I","5M 9S","Justin Trudeau",0,"LIB","5.52","No matter how much the Conservatives shout, we will keep standing up for the middle class and those working hard to join it.","No matter how much the Conservatives shout, we will keep standing up for the middle class and those working hard to join it.","(no) not matter how much the Conservatives shout , we will keep standing up for the middle class and those working hard to join it .",0,0.0309912743581473,-0.650050602347141,-0.205891048829198
152,"2017-09-27","2017 09 27 1","https://youtu.be/ZmPibXan5NI","17M 16S","Justin Trudeau",0,"LIB","4.3","We are going to focus on helping Canadians—","We are going to focus on helping Canadians—","We are going to focus on helping Canadians—",1,0.224751791242538,-0.0659273652044916,0.260577481207442
153,"2017-09-27","2017 09 27 2","https://youtu.be/gdw06mmU3aU","22M 35S","Justin Trudeau",0,"LIB","7.22","That is why we put forward proposals that will ask wealthy Canadians to stop using the advantages that the system currently gives them.","That is why we put forward proposals that will ask wealthy Canadians to stop using the advantages that the system currently gives them.","That is why we put forward proposals that will ask wealthy Canadians to stop using the advantages that the system currently gives them .",1,0.174949391277254,-0.0392920709349346,0.307180892823891
154,"2017-09-27","2017 09 27 3","https://youtu.be/3VVxkTM2Mcs","30M 36S","Justin Trudeau",0,"LIB","13.41","As chief science advisor, she will provide impartial scientific advice to me and the Minister of Science so we can make better decisions, based on evidence, on health and environmental issues that affect all Canadians.","As chief science advisor, she will provide impartial scientific advice to me and the Minister of Science so we can make better decisions, based on evidence, on health and environmental issues that affect all Canadians.","As chief science advisor , she will provide impartial scientific advice to me and the Minister of Science so we can make better decisions , based on evidence , on health and environmental issues that affect all Canadians .",1,0.146873386699763,0.636142068998927,0.125101772751238
155,"2017-09-27","2017 09 27 4","https://youtu.be/7OBvvYY4Is4","32M 36S","Justin Trudeau",0,"LIB","20.01","Mr. Speaker, the only distortions are the ones brought forward by the member opposite, who is trying to scare small business owners and torque an issue to defend the approach the Conservatives have always taken of benefiting the wealthy and ignoring the hard-working Canadians who will work every day to build this country.","Mr. Speaker, the only distortions are the ones brought forward by the member opposite, who is trying to scare small business owners and torque an issue to defend the approach the Conservatives have always taken of benefiting the wealthy and ignoring the hard-working Canadians who will work every day to build this country.","Mr . Speaker , the only distortions are the ones brought forward by the member opposite , who is trying to scare small business owners and torque an issue to defend the approach the Conservatives have always taken of benefiting the wealthy and ignoring the hard - working Canadians who will work every day to build this country .",-0.111111111111111,0.0377976265124872,-0.578698318632214,0.100911419100455
156,"2017-09-27","2017 09 27 5","https://youtu.be/q0J5DnwZQWM","34M 1S","Justin Trudeau",0,"LIB","11.24","We are looking at the fact that wealthy individuals use private corporations to pay lower tax rates than middle-class Canadians.","We are looking at the fact that wealthy individuals use private corporations to pay lower tax rates than middle-class Canadians.","We are looking at the fact that wealthy individuals use private corporations to pay lower tax rates than middle - class Canadians .",1,0.0198321732447685,0.0803120796731432,0.161214699700121
157,"2017-09-27","2017 09 27 6","https://youtu.be/d0yPvIrCyJc","35M 37S","Thomas Mulcair",1,"NDP","11.17","The Canadian Human Rights Tribunal ordered the Prime Minister three times to put an end to the racial discrimination against first nations children.","À trois reprises le Tribunal canadien des droits de la personne a ordonné au premier ministre de mettre fin à la discrimination raciale contre les enfants des Premières Nations.","The Canadian Human Rights Tribunal ordered the Prime Minister three times to put an end to the racial discrimination against first nations children .",-0.333333333333333,-0.0692970162763993,0.362437662066232,-0.205891048829198
158,"2017-09-27","2017 09 27 7","https://youtu.be/Uv8gfbd6V-U","41M 14S","Justin Trudeau",0,"LIB","11.03","The fact is that we should all be outraged, and remain outraged, that Canadian governments violated a Canadian's fundamental rights.","The fact is that we should all be outraged, and remain outraged, that Canadian governments violated a Canadian's fundamental rights.","The fact is that we should all be outraged , and remain outraged , that Canadian governments violated a Canadian ' s fundamental rights .",-0.5,-0.440442342856844,-0.329509370431612,-0.440442342856844
159,"2017-09-27","2017 09 27 8","https://youtu.be/MEdSgvFOgh0","43M 17S","Andrew Scheer",0,"CPC","10.01","Mr. Speaker, hundreds of people across Atlantic Canada have been coming out to town halls and public consultations because they are legitimately concerned about the Prime Minister's own proposals.","Mr. Speaker, hundreds of people across Atlantic Canada have been coming out to town halls and public consultations because they are legitimately concerned about the Prime Minister's own proposals.","Mr . Speaker , hundreds of people across Atlantic Canada have been coming out to town halls and public consultations because they are legitimately concerned about the Prime Minister ' s own proposals .",0,-0.0770285421470798,0.135983281531153,-0.183468501152992
160,"2017-09-27","2017 09 27 9","https://youtu.be/1EzkhjRBSks","47M 51S","Hunter Tootoo",0,"IND","3.41","Mr. Speaker, my question is for the Prime Minister. ","Mr. Speaker, my question is for the Prime Minister. ","Mr . Speaker , my question is for the Prime Minister .",NA,0.0201777465321497,0.299218345539731,0
161,"2017-09-22","2017 09 22 0","https://youtu.be/sel9lSV22P0","14M 23S","Jean-Claude Poissant",1,"LIB","8.38","I want to assure my colleague that our government will not change any tax benefits that support the growth of family-owned businesses.","Je tiens à assurer à mon collègue que notre gouvernement ne changera rien aux avantages fiscaux qui visent à favoriser la croissance des entreprises familiales.","I want to assure my colleague that our government will not change any tax benefits that support the growth of family - owned businesses .",1,0.186945901020513,-0.21160639014214,0.154090446411945
162,"2017-09-22","2017 09 22 1","https://youtu.be/EinTgXA8WDI","17M 20S","Yvonne Jones",0,"LIB","16.55","Mr. Speaker, yesterday we had the opportunity to meet with the commissioners from the missing and murdered indigenous women inquiry in Canada and to hear first-hand from the commissioners about the work they are doing.","Mr. Speaker, yesterday we had the opportunity to meet with the commissioners from the missing and murdered indigenous women inquiry in Canada and to hear first-hand from the commissioners about the work they are doing.","Mr . Speaker , yesterday we had the opportunity to meet with the commissioners from the missing and murdered indigenous women inquiry in Canada and to hear first - hand from the commissioners about the work they are doing .",0,-0.103356557377049,0.27359020646991,0.123365998136737
163,"2017-09-22","2017 09 22 2","https://youtu.be/13nKXlzPITc","20M 4S","Joel Lightbound",1,"LIB","3.14","Farm family members can continue working.","Les membres de la famille d'une ferme familiale vont pouvoir continuer de travailler.","Farm family members can continue working .",NA,0.153671003615638,0.137965520970501,0
164,"2017-09-22","2017 09 22 3","https://youtu.be/S2m2dHOkZ7M","25M 29S","Sheri Benson",0,"NDP","14.51","Mr. Speaker, this summer, seven women's advocacy organizations wrote to the Minister of Justice, the Minister of Transport, and the Minister of Crown-Indigenous Relations and Northern Affairs about losing STC and leaving many people, especially women, vulnerable and stranded.","Mr. Speaker, this summer, seven women's advocacy organizations wrote to the Minister of Justice, the Minister of Transport, and the Minister of Crown-Indigenous Relations and Northern Affairs about losing STC and leaving many people, especially women, vulnerable and stranded.","Mr . Speaker , this summer , seven women ' s advocacy organizations wrote to the Minister of Justice , the Minister of Transport , and the Minister of Crown - Indigenous Relations and Northern Affairs about losing STC and leaving many people , especially women , vulnerable and stranded .",0,-0.0851567622389482,0,-0.311732660574578
165,"2017-09-22","2017 09 22 4","https://youtu.be/CQqG2hCLDwA","36M 12S","Steven Blaney",0,"CPC","6.34","Will the minister confirm that veteran Westholm was canned because he was critical of the Liberal government inaction?","Will the minister confirm that veteran Westholm was canned because he was critical of the Liberal government inaction?","Will the minister confirm that veteran Westholm was canned because he was critical of the Liberal government inaction ?",0,-0.338759407161033,0.159154160804033,-0.464212901249417
166,"2017-09-22","2017 09 22 5","https://youtu.be/yT5ILwAWM78","37M 48S","Sherry Ramanado",0,"LIB","9.13","The Canadian Armed Forces recognizes the importance of actively looking to recruit candidates with different views, experiences, and skill sets needed to meet the needs of our members. ","The Canadian Armed Forces recognizes the importance of actively looking to recruit candidates with different views, experiences, and skill sets needed to meet the needs of our members. ","The Canadian Armed Forces recognizes the importance of actively looking to recruit candidates with different views , experiences , and skill sets needed to meet the needs of our members .",1,0.078130516569169,0.156690979639047,0.0767139782657533
167,"2017-09-22","2017 09 22 6","https://youtu.be/iwmgvgMY0XA","46M 41S","Monique Pauze",1,"BQ","13.35","If Ottawa does not want to tax Netflix, Quebec will. European states and Quebec will step up in the new digital environment to protect their culture, their artists, and their authors."," Si Ottawa ne veut pas taxer Netflix, Québec le fera. Les États de l'Europe et le Québec veulent assumer leur rôle pleinement dans le nouvel environnement numérique pour protéger leur culture, leurs artistes et leurs auteurs.","If Ottawa does not want to tax Netflix , Quebec will . European states and Quebec will step up in the new digital environment to protect their culture , their artists , and their authors .",1,0.158705918040795,0.0461626590799415,0.0884269714663003
168,"2017-09-22","2017 09 22 7","https://youtu.be/iA03qh55IQg","46M 57S","Monique Pauze",1,"BQ","6.54","    If the Minister of Canadian Heritage is not interested in protecting and promoting culture, then what exactly is her role?","Si la ministre du Patrimoine canadien s'oppose à la protection et à la promotion de la culture, quel est son rôle, exactement?","If the Minister of Canadian Heritage is not interested in protecting and promoting culture , then what exactly is her role ?",0.5,-0.239031269047457,0.263566869025967,0
169,"2017-09-22","2017 09 22 8","https://youtu.be/VleM7vYYB6w","47M 27S","Sean Casey",1,"LIB","7.36","Those are tangible actions that support our artists without further taxing the middle class.","Ce sont des actions concrètes qui appuient les créateurs d'ici sans toutefois imposer une nouvelle taxe sur la classe moyenne.","Those are tangible actions that support our artists (without) not taxing the middle class .",0,-0.0666542575419292,0,0
170,"2017-09-22","2017 09 22 9","https://youtu.be/4DyNB7wXNuI","48M 21S","Amarjeet Sohi",0,"LIB","9.34","In the case of Quebec, we have approved 424 projects, with a federal investment of $1.6 billion.","In the case of Quebec, we have approved 424 projects, with a federal investment of $1.6 billion.","In the case of Quebec , we have approved 424 projects , with a federal investment of $1 . 6 billion .",1,0.149550185873606,-0.166956851768755,0
171,"2017-09-19","2017 09 19 0","https://youtu.be/wElMdMzF2x8","8M 16S","Thomas Mulcair",1,"NDP","11:03"," Obviously Canada is moving toward legalizing marijuana, and the NDP supports that, but the Liberals have left enormous gaps, and the bulk of the work is being left to the provinces","Il est évident que le Canada avance vers la légalisation de la marijuana, et le NPD appuie cette démarche, mais les libéraux ont laissé de lacunes énormes, et le gros du travail repose sur les provinces.","Obviously Canada is moving toward legalizing marijuana , and the NDP supports that , but the Liberals have left enormous gaps , and the bulk of the work is being left to the provinces",1,0.078499561557243,-0.246724352077394,0.264730984637878
172,"2017-09-19","2017 09 19 1","https://youtu.be/CBsL8ybJNpg","11M 20S","Gerard Deltell",1,"CPC","12:26","Perhaps the Prime Minister looked at himself in the mirror in the morning before he said that, but the reality is that for real Canadian entrepreneurs, for small business owners who support hundreds of thousands of Canadians, it is arrogance, it is contempt.","Peut-être que le premier ministre s'est regardé dans le miroir, le matin, avant de dire cela, mais la réalité, c'est que pour les vrais entrepreneurs canadiens, pour les petits propriétaires d'entreprise qui font vivre des centaines de milliers de Canadiens, c'est de l'arrogance, c'est du mépris.","Perhaps the Prime Minister looked at himself in the mirror in the morning before he said that , but the reality is that for real Canadian entrepreneurs , for small business owners who support hundreds of thousands of Canadians , it is arrogance , it is contempt .",-0.333333333333333,-0.0821679890536696,-0.327727232850329,-0.150848595176005
173,"2017-09-19","2017 09 19 2","https://youtu.be/Jq998RxPI04","25M 8S","Kevin Sorenson",0,"CPC","10:49","Farmers often mortgage their homes, their home quarter, and their land in order to expand, innovate, and create jobs for the local rural community.","Farmers often mortgage their homes, their home quarter, and their land in order to expand, innovate, and create jobs for the local rural community.","Farmers often mortgage their homes , their home quarter , and their land in order to expand , innovate , and create jobs for the local rural community .",1,0.165414926970688,0.166500004506023,0
174,"2017-09-19","2017 09 19 3","https://youtu.be/1TRy6IAtVnA","25M 17S","Kevin Sorenson",0,"CPC","10:22","Why is the Liberal finance minister treating these farms as nothing more than cash cows and jeopardizing the future of farmers in Canada?","Why is the Liberal finance minister treating these farms as nothing more than cash cows and jeopardizing the future of farmers in Canada?","Why is the Liberal finance minister treating these farms as (nothing) not cash cows and jeopardizing the future of farmers in Canada ?",-1,0.0873748701514641,0.112929082446317,0
175,"2017-09-19","2017 09 19 4","https://youtu.be/VfirD51f3C4","25M 53S","Lawrence MacAulay",0,"LIB","17:30","Also, for the dairy farmer, my hon. colleague must be fully aware that we have invested $350 million to make sure that the agricultural sector is on the cutting edge: $100 million for the processing sector, and $250 million for the dairy farmers.","Also, for the dairy farmer, my hon. colleague must be fully aware that we have invested $350 million to make sure that the agricultural sector is on the cutting edge: $100 million for the processing sector, and $250 million for the dairy farmers.","Also , for the dairy farmer , my hon . colleague must be fully aware that we have invested $350 million to make sure that the agricultural sector is on the cutting edge : $100 million for the processing sector , and $250 million for the dairy farmers .",0.333333333333333,0.0403493379559121,0.203688962149456,0
176,"2017-09-19","2017 09 19 5","https://youtu.be/4UVldr3iY8k","30M 49S","Bob Saroya",0,"CPC","4:50","When will the Liberals stop their attacks on small business owners?","When will the Liberals stop their attacks on small business owners?","When will the Liberals stop their attacks on small business owners ?",-1,-0.223203975335957,-0.499332187816478,-0.297271967114609
177,"2017-09-19","2017 09 19 6","https://youtu.be/vvcP_v3FBd8","42M 19S","Michel Picard",1,"LIB","11:10","In light of our strong economic growth and proof that our plan for the middle class is working, can the Minister of Finance tell us about the current economic situation?","Ainsi, étant donné la forte croissance économique et les preuves que notre plan pour la classe moyenne fonctionne, est-ce que le ministre des Finances peut nous faire part de la situation économique actuelle?","In light of our strong economic growth and proof that our plan for the middle class is working , can the Minister of Finance tell us about the current economic situation ?",1,0.0797806328333116,0.05459623770615,0.135045234902252
178,"2017-09-19","2017 09 19 7","https://youtu.be/nmz1Yqdi1fw","42M 25S","Bill Morneau",1,"LIB","3:13","Mr. Speaker, our economy is humming along. We are in a very good position.","Monsieur le Président, notre économie est en marche.","Mr . Speaker , our economy is humming along . We are in a very good position .",1,0.0390546610230247,0.172260077602952,0.112
179,"2017-09-19","2017 09 19 8","https://youtu.be/1ifFei9m81Y","42M 44S","Bill Morneau",1,"LIB","1:58","That is a really good situation. ","C'est vraiment une bonne situation.","That is a really good situation .",1,0.174029457706589,0.118715834614206,0.295409596231142
180,"2017-09-19","2017 09 19 9","https://youtu.be/fjREJjY_ZxE","44M 12S","Bardish Chagger",0,"LIB","2:26","This government will continue to support it. ","This government will continue to support it. ","This government will continue to support it .",1,0.0484649332733348,-0.152504948582714,0.152427956531507
181,"2017-06-20","2017 06 20 0","https://youtu.be/aa7FWs7peU4","13M 33S","Justin Trudeau",1,"LIB","11.3","Mr. Speaker, let me begin by thanking the member for his service to his community, to the House, and to all Canadians for many years.","Monsieur le Président, permettez-moi d'abord de remercier le député de son service envers sa communauté, envers la Chambre et envers tous les Canadiens pendant de longues années.","Mr . Speaker , let me begin by thanking the member for his service to his community , to the House , and to all Canadians for many years .",1,0.185106366708637,-0.0744569283530744,0
182,"2017-06-20","2017 06 20 1","https://youtu.be/fuhFufPGwoc","16M 38S","Bill Morneau",0,"LIB","5.52","Over the last three quarters, as an example, we have 3.5% real growth.","Over the last three quarters, as an example, we have 3.5% real growth.","Over the last three quarters , as an example , we have 3 . 5% real growth .",NA,0.150475741157625,-0.905754716981132,0
183,"2017-06-20","2017 06 20 2","https://youtu.be/nSeT-oxNcVk","18M 25S","Gerard Deltell",1,"CPC","2.38","Wow. What a way to help society.","Wow, c'est un vrai projet de société.","Wow . What a way to help society .",1,0.157975511796899,-0.0303447741436991,0.401640714525066
184,"2017-06-20","2017 06 20 3","https://youtu.be/umDp41th1UM","21M 35S","Ralph Goodale",0,"LIB","3.48","We have listened carefully to Canadians and we have implemented their advice.","We have listened carefully to Canadians and we have implemented their advice.","We have listened carefully to Canadians and we have implemented their advice .",1,0.0425210392104515,-0.531129716981132,0
185,"2017-06-20","2017 06 20 4","https://youtu.be/iWLvuiebsy4","22M 29S","Ralph Goodale",0,"LIB","17.23","We have taken his judgment to heart and in fact implemented in this legislation the kind of framework to ensure that the law and the Constitution are properly respected.","We have taken his judgment to heart and in fact implemented in this legislation the kind of framework to ensure that the law and the Constitution are properly respected.","We have taken his judgment to heart and in fact implemented in this legislation the kind of framework to ensure that the law and the Constitution are properly respected .",1,0.231766934678934,0.0165749940228254,0.137336772432244
186,"2017-06-20","2017 06 20 5","https://youtu.be/NIm2bHgt5ZQ","32M 24S","David Lametti",0,"LIB","9.47","We can confirm that this process was followed with respect to Hytera's proposed acquisition of Norsat, and there are no outstanding national security concerns under the act.","We can confirm that this process was followed with respect to Hytera's proposed acquisition of Norsat, and there are no outstanding national security concerns under the act.","We can confirm that this process was followed with respect to Hytera ' s proposed acquisition of Norsat , and there are (no) not outstanding national security concerns under the act .",0.75,0.0397529699297547,-0.0875878537735849,0.142296083927805
187,"2017-06-20","2017 06 20 6","https://youtu.be/KhvvxE1KjU8","34M 12S","Mark Strahl",0,"CPC","7.22","Why, when the wolves of Wall Street will not deal with this questionable company, did the Prime Minister rush headlong into approving this deal?","Why, when the wolves of Wall Street will not deal with this questionable company, did the Prime Minister rush headlong into approving this deal?","Why , when the wolves of Wall Street will not deal with this questionable company , did the Prime Minister rush headlong into approving this deal ?",0,0.218262582068409,0.240689661698377,0.150867128650682
188,"2017-06-20","2017 06 20 7","https://youtu.be/MD3pHYbucS8","36M 26S","Karine Trudel",1,"NDP","7.22","Mr. Speaker, despite the government's announcement, a lot of work remains to be done to save all the forestry jobs once and for all. ","Monsieur le Président, malgré l'annonce faite par le gouvernement, il reste encore beaucoup de travail à faire pour sauver une fois pour toutes les emplois forestiers","Mr . Speaker , despite the government ' s announcement , a lot of work remains to be done to save all the forestry jobs once and for all .",NA,0.0490637382518304,0.136466635071903,0.0827804433975393
189,"2017-06-20","2017 06 20 8","https://youtu.be/uNL1HZIipOg","40M 32S","Pierre Paul-Hus",1,"CPC","9.12","For the past year, the opposition, experts, and the military have been telling the government to stop misleading Canadians with the unnecessary purchase of 18 Super Hornets. ","Depuis un an, l'opposition, les experts et les militaires disent au gouvernement de cesser d'induire les Canadiens en erreur, avec l'achat inutile de 18 appareils Super Hornet. ","For the past year , the opposition , experts , and the military have been telling the government to stop misleading Canadians with the unnecessary purchase of 18 Super Hornets .",-0.2,-0.176263731332123,-0.187703637097822,-0.211316477598548
190,"2017-06-20","2017 06 20 9","https://youtu.be/9Ny-4IydQWw","47M 26S","Ahmed Hussen",0,"LIB","6.55","As a government, we responded to the largest refugee crisis in half a century by admitting 40,000 Syrian refugees. ","As a government, we responded to the largest refugee crisis in half a century by admitting 40,000 Syrian refugees. ","As a government , we responded to the largest refugee crisis in half a century by admitting 40 , 000 Syrian refugees .",0,-0.132650493759816,-0.0954799349995533,-0.127384474009423
191,"2017-06-13","2017 06 13 0","https://youtu.be/387jcOxd1u0","3M 6S","Justin Trudeau",0,"LIB","7.02","However, they put forward proposals that were unfunded and that were not able to be implemented.","However, they put forward proposals that were unfunded and that were not able to be implemented.","However , they put forward proposals that were unfunded and that were not able to xbe implemented .",0.5,0.0513415846468931,0.0429369548415247,-0.246655737704918
192,"2017-06-13","2017 06 13 1","https://youtu.be/1_c0Ld512Bo","8M 10S","Thomas Mulcair",0,"NDP","5.46"," Mr. Speaker, I imagine the Prime Minister will have no trouble making public what the Americans did say in this case."," Mr. Speaker, I imagine the Prime Minister will have no trouble making public what the Americans did say in this case.","Mr . Speaker , I imagine the Prime Minister will have (no) not trouble making public what the Americans did say in this case .",-0.5,0.076328692979074,0.254798654954058,0.161214699700121
193,"2017-06-13","2017 06 13 2","https://youtu.be/ZoPQwEMxOtE","9M 6S","Justin Trudeau",0,"LIB","6.06","Mr. Speaker, the appointments we make are based on merit and reflect the full diversity of this country.","Mr. Speaker, the appointments we make are based on merit and reflect the full diversity of this country.","Mr . Speaker , the appointments we make are based on merit and reflect the full diversity of this country .",1,0.102705359655699,0.333123737688469,0.174051654138295
194,"2017-06-13","2017 06 13 3","https://youtu.be/khHCB6fu58U","17M 37S","Navdeep Bains",0,"LIB","6.2"," Let me be very clear: when it comes to our economic interests, our number one priority is to the grow the economy and create jobs."," Let me be very clear: when it comes to our economic interests, our number one priority is to the grow the economy and create jobs.","Let me be very clear : when it comes to our economic interests , our number one priority is to the grow the economy and create jobs .",1,0.36345940945763,-0.1416175485616,0.412149753739437
195,"2017-06-13","2017 06 13 4","https://youtu.be/Ki5_o7os32w","21M 25S","Sean Casey",1,"LIB","10.15","Ms. Church has always been completely transparent about her former employer, including with the Conflict of Interest and Ethics Commissioner.","Mme Church a toujours été entièrement transparente au sujet de son ancien employeur, y compris avec la commissaire aux conflits d'intérêts et à l'éthique.","Ms . Church has always been completely transparent about her former employer , including with the Conflict of Interest and Ethics Commissioner .",0,0.0974861760275823,0.113528658153986,0
196,"2017-06-13","2017 06 13 5","https://youtu.be/IehPCErVFgY","27M 6S","Jenny Kwan",0,"NDP","6.27","A little support from the government can prevent this organization from shutting its doors.","A little support from the government can prevent this organization from shutting its doors.","a xlittle support from the government can prevent this organization from shutting its doors .",1,0.0240646075986881,-0.0402643797974293,0.0402444263558534
197,"2017-06-13","2017 06 13 6","https://youtu.be/Wz8DGa-wczQ","32M 33S","Ralph Goodale",0,"LIB","21.45","Mr. Speaker, the previous government was deeply embroiled in an argument with the Information Commissioner because it was alleged by the Information Commissioner that, while an outstanding access to information complaint was being made, the previous government had taken steps to improperly remove and destroy that information. ","Mr. Speaker, the previous government was deeply embroiled in an argument with the Information Commissioner because it was alleged by the Information Commissioner that, while an outstanding access to information complaint was being made, the previous government had taken steps to improperly remove and destroy that information. ","Mr . Speaker , the previous government was deeply embroiled in an argument with the Information Commissioner because it was alleged by the Information Commissioner that , while an outstanding access to information complaint was being made , the previous government had taken steps to improperly remove and destroy that information .",-0.666666666666667,-0.180238993574522,-0.0848058065811726,-0.29821084025448
