Label,Video,Shuffle,Speaker,Party,Activation,Sentiment,englishHansard
0000748,2016 02 18 7,0.246693,"Hon. Candice Bergen (Portage—Lisgar, CPC)",CPC,6,3,Folks in New Brunswick and Quebec are offended that foreign oil is being given better treatment than Canadian oil.
0000844,2015 06 04 3,0.247909,"Hon. John McCallum (Markham—Unionville, Lib.)",LIB,7,3,"Will the government confront this new reality, bring in a new fiscal update before this session ends, and most important, come up with a real plan for jobs and growth?"
0000554,2016 09 23 3,0.250198,"Mr. Joël Godin (Portneuf—Jacques-Cartier, CPC)",CPC,7,3,"Now that we know that the Prime Minister made a mistake when he authorized his friends' expenses, can the Minister of Foreign Affairs confirm that he also showed bad judgment?"
0000443,2016 11 24 2,0.250199,"Mr. John Brassard (Barrie—Innisfil, CPC)",CPC,7,3,"Now we learn that the federal Liberals paid over $23,000 for public relations services for Kathleen Wynne's recent trip to Israel."
0000535,2016 10 03 4,0.250519,"M. François-Philippe Champagne (secrétaire parlementaire du ministre des Finances, Lib.)",LIB,6,6, I would say to my hon. colleague from Louis-Saint-Laurent that this government is acting like a responsible family man.
0000138,2017 10 05 7,0.252467,James Maloney,LIB,5,6," Can the Minister of Immigration, Refugees and Citizenship please update all Canadians on the government's progress on this important initiative, which was supported by all members of this House?"
0000071,2017 11 07 0,0.252768,Diane Lebouthillier,LIB,6,6,"That is why, in the last two budgets, we invested nearly $1 billion, with which we hired auditors and have been targeting four jurisdictions per year"
0000202,2017 06 09 1,0.252853,Bardish Chagger,LIB,5,6,We recognize the importance of these positions.
0000524,2016 10 06 3,0.253359,"Hon. John McCallum (Minister of Immigration, Refugees and Citizenship, Lib.)",LIB,7,3,"Citizenship is an extraordinary privilege, and those who seek to obtain it improperly will be gone after."
0000057,2017 11 23 6,0.253910,Brigitte Sansoucy,NDP,7,3,Why are seasonal workers still waiting for help?
0000940,2015 03 27 9,0.254768,"Mme Manon Perreault (Montcalm, Ind.)",IND,6,4," That being said, is there now a labour policy adapted to the needs of this client group?"
0000295,2017 04 07 4,0.256512,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",LIB,7,3," Mr. Speaker, the senator's recurring comments about residential schools are ill-informed, hurtful, and quite simply false."
0000275,2017 05 02 4,0.258023,Jane Philpott,LIB,6,6,"Mr. Speaker, the Council of Canadian Academies uses a totally independent process when naming individuals to this panel."
0000786,2016 01 25 5,0.258125,"Mr. Joël Godin (Portneuf—Jacques-Cartier, CPC)",CPC,8,3,His call to the husband of one of the victims was not worthy of a prime minister.
0000986,2015 02 20 5,0.259733,"Mrs. Carol Hughes (Algoma—Manitoulin—Kapuskasing, NDP)",NDP,7,3,These communities experience major response time delays that can have devastating and tragic impacts.
0000887,2015 05 12 6,0.260625,"Ms. Roxanne James (Parliamentary Secretary to the Minister of Public Safety and Emergency Preparedness, CPC)",CPC,6,6,"Mr. Speaker, I did speak a moment ago of Circles of Support, but I also want to point out that the Commissioner of the Correctional Service of Canada actually said that 95% of inmates who were released had completed their recognized programs in relation to the correctional program."
0000738,2016 02 23 7,0.260941,"Hon. Erin O'Toole (Durham, CPC)",CPC,7,2,"Why has the minister misled Canadians and, more important, why has he offered false hope to those families for the purposes of a photo op?"
0000594,2016 06 07 3,0.264058,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",LIB,6,5,"In the meantime, the member knows that first nation governments will continue their long-standing reporting of audited statements to our department, including chiefs' and councillors' salaries, and any first nation member can get that information from our department."
0000211,2017 06 06 0,0.264273,Andrew Scheer,CPC,6,7,"Mr. Speaker, parents work tirelessly to provide a safe and secure life for their children. "
0000476,2016 11 04 5,0.264560,"Mr. John Brassard (Barrie—Innisfil, CPC)",CPC,6,6,It was halted because the previous minister of veterans affairs and current member for Durham told the former prime minister that it was wrong and the court case against veterans needed to stop.
0000670,2016 04 22 9,0.265365,"M. Mario Beaulieu (La Pointe-de-l'Île, BQ)",BQ,7,3,Was it when the monarchy imposed the Act of Union in 1840 or Confederation in—
0000720,2016 03 09 9,0.266415,"Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",LIB,4,6,"It is a sector that employs 180,000 people, not only in Montreal or Quebec but across Canada."
0000585,2016 06 10 4,0.267117,"Mr. Serge Cormier (Parliamentary Secretary to the Minister of Fisheries, Oceans and the Canadian Coast Guard, Lib.)",LIB,5,7,The panel meetings have been very well attended.
0000012,2017 12 08 1,0.267406,Pierre Poilievre,CPC,6,3,Now small businesses are expected to have faith in the government's idea of “reasonable”. 
0000827,2015 06 12 6,0.268746,"Mr. Peter Braid (Parliamentary Secretary for Infrastructure and Communities, CPC)",CPC,5,6,"Of course, in our recent budget we announced the public transit fund."
0000740,2016 02 23 9,0.268817,"L'hon. Dominic LeBlanc (leader du gouvernement à la Chambre des communes, Lib.)",LIB,7,4,"Mr. Speaker, when we want advice on conflict of interest matters, we go directly to the Conflict of Interest and Ethics Commissioner, Ms. Dawson,"
0000342,2017 02 21 1,0.269883,"Ms. Jenny Kwan (Vancouver East, NDP)",NDP,7,3,"Clearly, the Conservatives had no plan, and while the Liberals sound welcoming, they have implemented absolutely zero measures to address this situation. "
0000707,2016 03 21 6,0.271449,"Ms. Pam Goldsmith-Jones (Parliamentary Secretary to the Minister of Foreign Affairs, Lib.)",LIB,7,6,"We are committed to holding perpetrators of such serious international crimes to account; and our new, strong, three-year anti-ISIL strategy seeks to address the ongoing crisis in Iraq and the destabilizing impacts on Lebanon, Jordan, and Syria."
0000857,2015 06 01 6,0.271860,"Hon. Ed Fast (Minister of International Trade, CPC)",CPC,5,7," Mr. Speaker, the export contract that the member refers to is the largest in Canadian history and will create and sustain more than 3,000 direct jobs in southwestern Ontario alone."
0000918,2015 04 21 7,0.272515,"Mr. Ryan Leef (Yukon, CPC)",CPC,5,7,Could the Minister of the Environment update the House on what our government is doing and how we are investing in the great people of Canada's north?
0000056,2017 11 23 5,0.273186,Ralph Goodale,LIB,7,4,"Mr. Speaker, the objective of the Government of Canada is to surveil them and contain them to ensure that they do not harm more people, and indeed bring the full force of Canadian justice against them for fighting for a terrorist organization."
0000348,2017 02 21 7,0.273495,"Hon. Judy Foote (Minister of Public Services and Procurement, Lib.)",LIB,6,6,"We are no more in favour of what is happening with the Phoenix payroll system than the employees who are impacted, but we are going to fix the problem."
0000590,2016 06 10 9,0.274093,"Hon. Kent Hehr (Minister of Veterans Affairs and Associate Minister of National Defence, Lib.)",LIB,5,6,"What we have done is that when a veteran believes his claim has been incorrectly assessed, we have set up an independent review process, the Veterans Review and Appeal Board. "
0000622,2016 05 17 1,0.274874,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,6,7," That is why we are proud to introduce a bill on Air Canada that will guarantee jobs in Manitoba, Ontario, and Quebec in Air Canada's manufacturing and aircraft maintenance sectors. "
0000508,2016 10 21 7,0.275666,"Ms. Kate Young (Parliamentary Secretary to the Minister of Transport, Lib.)",LIB,5,4,"He has named a minister's observer to support the Transportation Safety Board's investigation, and Transport Canada officials have initiated a compliance inspection."
0000577,2016 06 15 6,0.276640,"Ms. Kamal Khera (Parliamentary Secretary to the Minister of Health, Lib.)",LIB,5,6,The NIHB program covers over $1 billion in health benefits for first nations and Inuit every year.
0000805,2015 12 07 4,0.277249,"Hon. Mauril Bélanger (Ottawa—Vanier, Lib.)",LIB,6,3,"Mr. Speaker, three times over the course of the 41st Parliament, I asked why the government of the day was still deporting citizens of Burundi."
0000028,2017 12 05 7,0.277808,Diane Lebouthillier,LIB,5,7,"We will do so based on the principle of fairness for everyone who receives the disability tax credit, regardless of their disability."
0000442,2016 11 24 1,0.279813,"Mr. Kevin Lamoureux (Parliamentary Secretary to the Leader of the Government in the House of Commons, Lib.)",LIB,6,3,"In fact, I would refer to, whether it is the New Democrats, or the Conservatives, where they have had to pay back monies."
0000077,2017 11 07 6,0.279889,Marilyn Gladu,CPC,8,3,When will the minister finally tell her tax collectors to lay off sick and vulnerable Canadians and focus on real tax cheats?
0000705,2016 03 21 4,0.280513,"Hon. Maxime Bernier (Beauce, CPC)",CPC,7,3,When will the government understand that it is not fair to force small entrepreneurs to pay taxes to fund subsidies for a corporation like Bombardier?
0000414,2016 12 07 3,0.281108,"Hon. Candice Bergen (Portage—Lisgar, CPC)",CPC,8,3," Is there anyone on that side of the House who has the courage to stand up for what is right, and tell the Prime Minister to stop this corrupt fundraising?"
0000623,2016 05 17 2,0.284182,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,6,7,We are going to build a strong aerospace industry in Canada for the future through our bills and our commitment.
0000937,2015 03 27 6,0.285238,"Hon. Wayne Easter (Malpeque, Lib.)",LIB,7,3,That is unacceptable and it is doing it in order to give a tax break to the rich.
0000619,2016 05 20 8,0.286324,"Ms. Anju Dhillon (Parliamentary Secretary for Status of Women, Lib.)",LIB,6,3,"Madam Speaker, having a gender wage gap in Canada in 2016 is unacceptable."
0000901,2015 04 24 0,0.292046,"Mr. Andrew Saxton (Parliamentary Secretary to the Minister of Finance, CPC)",CPC,6,3,"The Liberals and the NDP want high taxes on middle-class families, high taxes on middle-class seniors, and high taxes on middle-class consumers."
0000304,2017 03 23 3,0.293019,"Mr. Marc Miller (Parliamentary Secretary to the Minister of Infrastructure and Communities, Lib.)",LIB,5,7,"Mr. Speaker, in budget 2017 we propose to help make communities healthier and more inclusive, invest in faster and more efficient public transit, and build more cultural and recreational centres and affordable housing."
0000303,2017 03 23 2,0.295130,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",LIB,4,6,"Mr. Speaker, the discussion paper that I shared with members of Parliament as well as Canadians was to encourage us to have a conversation, a discussion. "
0000137,2017 10 05 6,0.295608,Jim Carr,LIB,6,6,"The same rules that applied and that led to the approval of billions of dollars of investment in the energy sector, as well as tens of thousands of jobs, still existed and would have to the energy east pipeline."
0000687,2016 04 14 6,0.297214,"Mr. Matthew Dubé (Beloeil—Chambly, NDP)",NDP,8,4,It is time to stop talking and start taking action.
0000051,2017 11 23 0,0.297245,Diane Lebouthillier,LIB,6,3," Mr. Speaker, no one is above the law and no one is interfering with the CRA's investigations."
0000504,2016 10 21 3,0.297327,"Hon. Maryam Monsef (Minister of Democratic Institutions, Lib.)",LIB,6,6,We have heard from the 1.2 million Canadians who live abroad and wish to be part of our democratic institutions and participate in the voting process. 
0000144,2017 10 02 3,0.297574,Christine Moore,NDP,6,4,"The Anishinaabe people in my riding, who have been waiting a long time, placed so much hope in what the Prime Minister said following the work of the Truth and Reconciliation Commission."
0000897,2015 04 29 6,0.299371,"Mr. Kevin Lamoureux (Winnipeg North, Lib.)",LIB,6,3,"Tragically, about 25 police and firefighters die in the line of duty, on average, every year. "
0000729,2016 02 26 8,0.301665,"Mr. Mark Holland (Parliamentary Secretary to the Minister of Democratic Institutions, Lib.)",LIB,6,7,"It means that every single Canadian from every corner of this nation is going to be given the opportunity to apply to be part of the Canadian Senate, and finally for that to be a merit-based non-partisan process that ensures that we have the highest calibre of candidates in place."
0000833,2015 06 09 2,0.302077,"Mr. Paul Calandra (Parliamentary Secretary to the Prime Minister and for Intergovernmental Affairs, CPC)",CPC,6,3,I hope they will reflect on this and pay the money back.
0000493,2016 10 26 2,0.307193,"Ms. Tracey Ramsey (Essex, NDP)",NDP,6,4,"Speaking of consultations, the trade committee has been doing the minister's work of consulting on the TPP."
0000301,2017 03 23 0,0.307428,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",LIB,6,6,We are trying to encourage a debate on how to improve accountability in the House.
0000244,2017 05 15 3,0.308797,Blaine Calkins,CPC,7,3,Will the Prime Minister restore some integrity to this place and cancel this appointment?
0000331,2017 02 24 0,0.309118,"Mr. Luc Berthold (Mégantic—L'Érable, CPC)",CPC,7,3,"Seriously. For 15 months now, the Liberals have done absolutely nothing for the 200,000 Canadians who work hard in our forestry industry."
0000467,2016 11 16 6,0.309309,"Hon. Carolyn Bennett (Minister of Indigenous and Northern Affairs, Lib.)",LIB,5,3,"Mr. Speaker, we have been very clear that the First Nations Financial Transparency Act did not work because it was imposed top-down and it accidentally penalized first nations businesses to predatory practices by competitors."
0000277,2017 05 02 6,0.309964,"Hon. Bill Morneau (Minister of Finance, Lib.)",LIB,5,6,"We will continue to remain vigilant around this system to make sure we are considering how risk is best shared between those insurers and the federal government, through the CMHC and to participants in the market."
0000938,2015 03 27 7,0.311196,"Ms. Charmaine Borg (Terrebonne—Blainville, NDP)",NDP,6,4,Canada Post is ignoring the diversity of municipalities.
0000237,2017 05 18 6,0.311632,Cathy McCloed,CPC,6,4,She neglected to mention the very many who count on energy as an opportunity for their future.
0000015,2017 12 08 4,0.318973,Sheri Benson,NDP,6,3,"Mr. Speaker, in Saskatchewan last weekend, the advance polls for the by-election in Battlefords—Lloydminster were taking place, yet there were no advance polls in any indigenous community. "
0000009,2017 12 13 8,0.319676,Alain Rayes,CON,6,4,"Mr. Speaker, the finance minister's main role is to manage finances, the money that Canadians worked hard to earn."
0000002,2017 12 13 1,0.319887,Justin Trudeau,LIB,6,4,I hope they will be getting better than that in the coming year.
0000870,2015 05 27 9,0.319916,"Mr. Paul Dewar (Ottawa Centre, NDP)",NDP,6,4,"Mr. Speaker, if the government did not get the hint already, today Ottawa city council formally voted to ask the Conservatives to move the memorial for victims of Communism back to its original site."
0000175,2017 09 19 4,0.320342,Lawrence MacAulay,LIB,4,,"Also, for the dairy farmer, my hon. colleague must be fully aware that we have invested $350 million to make sure that the agricultural sector is on the cutting edge: $100 million for the processing sector, and $250 million for the dairy farmers."
0000319,2017 03 20 8,0.320406,"M. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, PCC)",CPC,4,6,"Now, Jean Boyle, a former general and the former vice president of international business at Boeing when the Super Hornet was being developed, is saying that NORAD will use its best planes, either the F-35 or the F-22, and not fourth generation jets like the Super Hornet, to protect the North."
0000259,2017 05 10 8,0.321410,Justin Trudeau,LIB,6,3,"We are not protecting our children adequately, because they have easier access to marijuana than they do to nicotine cigarettes."
0000250,2017 05 15 9,0.323141,Jim Carr,LIB,4,6,The proposed near surface disposal facility at the Chalk River site would house low and intermediate level materials to ensure they are safe in long-term storage.
0000543,2016 09 28 2,0.323316,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,7,3," Mr. Speaker, after 10 years under the reign of a government with the worst record in economic growth since R. B. Bennett and the Great Depression, Canadians needed a government that was ready to invest in their communities and ready to put more money in the pockets of the middle class by asking more of the wealthy."
0000979,2015 02 25 8,0.323672,"Hon. Kerry-Lynne D. Findlay (Minister of National Revenue, CPC)",CPC,4,6,"The CRA has an excellent record of combatting international tax evasion through over 8,600 cases identifying over $5.6 billion in additional taxes."
0000768,2016 02 02 7,0.324977,"Hon. Lawrence MacAulay (Minister of Agriculture and Agri-Food, Lib.)",LIB,4,6,"Mr. Speaker, the government is engaged with industry stakeholders on the outcome of the TPP."
0000739,2016 02 23 8,0.326364,"M. Jacques Gourde (Lévis—Lotbinière, PCC)",CPC,7,3,How can the Prime Minister justify this obvious conflict of interest?
0000814,2015 06 17 3,0.329060,"Right Hon. Stephen Harper (Prime Minister, CPC)",CPC,5,7,We have more money that is going into the pockets of our senior citizens and families.
0000201,2017 06 09 0,0.330416,Navdeep Bains,LIB,7,6,We never have and we never will compromise our national security.
0000528,2016 10 06 7,0.331738,"Hon. Ginette Petitpas Taylor (Moncton—Riverview—Dieppe, Lib.)",LIB,6,4,Can the Minister of Public Safety update the House on the status of the two class action lawsuits filed by the current and former women who have worked within the RCMP?
0000394,2017 01 30 3,0.332062,"Mr. Blaine Calkins (Red Deer—Lacombe, CPC)",CPC,6,4,Can the Prime Minister please confirm it?
0000104,2017 10 25 3,0.332225,Pierre Nantel,NDP,7,3,"After 3,000 testimonials, 252 briefings, and 18 months of consultations, the Liberals refuse to listen to anyone, including the community, the experts, the deputy minister, and even the minister herself, according to the news."
0000027,2017 12 05 6,0.335529,Marilyn Gladu,CPC,7,3,How can the minister continue to mislead Canadians?
0000328,2017 03 08 7,0.335756,"Ms. Linda Lapointe (Rivière-des-Mille-Îles, Lib.)",LIB,6,6,"Mr. Speaker, on March 2, the Minister of International Development and La Francophonie said, “Sexual and reproductive health and rights are human rights."
0000563,2016 09 19 2,0.336438,"Hon. Catherine McKenna (Minister of Environment and Climate Change, Lib.)",LIB,7,3,"Mr. Speaker, unlike the party opposite, we understand that the environment and the economy go together."
0000796,2015 12 09 5,0.336746,"Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",LIB,4,6,"However, I would welcome and support a decision by U.S. Steel to disclose the terms of the settlement in the spirit of openness and transparency, like the example set by our Prime Minister."
0000999,2015 02 17 8,0.341404,"Mr. Daryl Kramp (Prince Edward—Hastings, CPC)",CPC,6,3," Mr. Speaker, before Bill C-31, CRA officials were inexplicably prohibited from passing along evidence of serious criminal activity, uncovered on the job, to relevant law enforcement agencies. "
0000344,2017 02 21 3,0.342154,"L’hon. Bill Morneau (ministre des Finances, Lib.)",LIB,5,7,"We introduced the Canada child benefit, which will help nine out of 10 families by giving them more money."
0000977,2015 02 25 6,0.342301,"Hon. K. Kellie Leitch (Minister of Labour and Minister of Status of Women, CPC)",CPC,4,6,"Mr. Speaker, as I said yesterday in the House, the Government of Canada will have a representative at the round table."
0000960,2015 03 12 9,0.343685,"Ms. Manon Perreault (Montcalm, Ind.)",IND,6,3,"With Bill C-51, the government is overlooking key safety issues and sidestepping other serious problems."
0000040,2017 12 01 9,0.344302,Kennedy Steward,LIB,7,3,"According to Statistics Canada, in 2012, during the worst year of Stephen Harper's war on science, the federal government employed 37,000 scientists and researchers."
0000332,2017 02 24 1,0.344792,"Hon. Ahmed Hussen (Minister of Immigration, Refugees and Citizenship, Lib.)",LIB,5,7,"Mr. Speaker, our government is committed to maintaining a refugee system that maintains our tradition of providing compassion to those seeking safety and security in our country."
0000222,2017 06 01 1,0.345368,Andrew Scheer,CPC,6,4,"First we learned about her donations to the Liberal Party and to the Prime Minister 's leadership campaign, and her private meeting with the Prime Minister's closest advisers."
0000341,2017 02 21 0,0.346355,"Ms. Hélène Laverdière (Laurier—Sainte-Marie, NDP)",NDP,6,3,"The Prime Ministerclearly told refugees that Canada would welcome them, but he is refusing to put his money where his mouth is."
0000914,2015 04 21 3,0.346476,"Mr. Andrew Saxton (Parliamentary Secretary to the Minister of Finance, CPC)",CPC,6,3,"The Liberal leader's same old high-tax, high-debt agenda is perhaps underpinned by his position that a budget can simply balance itself. "
0000890,2015 05 12 9,0.349970,"Mr. Massimo Pacetti (Saint-Léonard—Saint-Michel, Ind.)",IND,6,4,"Mr. Speaker, Canadians plan for their retirement based on what they are promised through their pension plans."
0000924,2015 04 01 3,0.350271,"Ms. Ève Péclet (La Pointe-de-l'Île, NDP)",NDP,4,3," The Information Commissioner was clear: “Although the Act was intended to shine a light on government decisions, it has become a shield against transparency and has encouraged a culture of delay.”"
0000145,2017 10 02 4,0.352512,Bill Morneau,LIB,6,6,That is why I listened to farmers from across the country so that I could learn more about their challenges and their ideas.
0000366,2017 02 10 5,0.355176,"Mr. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, CPC)",CPC,3,5,"Mr. Speaker, in an Order Paper question the defence minister said, “All Canadian Armed Forces personnel serving at all Operation IMPACT Kuwait locations received Tax Relief effective 5 Oct 2014...to 1 Sept 2016.” "
0000198,2017 06 13 7,0.355888,Ralph Goodale,LIB,6,4,"Mr. Speaker, all of those events about which the hon. gentleman complains in fact took place under the previous administration."
0000975,2015 02 25 4,0.355898,"Mr. Nathan Cullen (Skeena—Bulkley Valley, NDP)",NDP,7,3, How can Conservative priorities be so out of whack and offline with what Canadians actually need and deserve?
0000389,2017 02 02 8,0.356854,"Hon. Peter Kent (Thornhill, CPC)",CPC,6,4,"Mr. Speaker, it has become clear this week that Vladimir Putin is testing resolve of western democracies and the new American president. "
0000475,2016 11 04 4,0.356990,"M. Pierre Paul-Hus (Charlesbourg—Haute-Saint-Charles, PCC)",CPC,6,3,The government is about to send our soldiers to Mali to play social worker and talk to extremists. 
0000745,2016 02 18 4,0.359922,"Mr. Phil McColeman (Brantford—Brant, CPC)",CPC,7,4,"If not, what was the point of the mandate letter?"
0000369,2017 02 10 8,0.360157,"M. Jean Rioux (secrétaire parlementaire du ministre de la Défense nationale, Lib.)",LIB,4,6,"Mr. Speaker, indeed, taking care of our troops is very important. "
0000330,2017 03 08 9,0.360391,"Ms. Elizabeth May (Saanich—Gulf Islands, GP)",GRN,5,7,"This has been brought into play by the bill I submitted in the 41st Parliament, unanimously supported in the House and the Senate, and continues to be strongly supported by members on all sides of this House."
0000616,2016 05 20 5,0.360654,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",CPC,6,3,"Madam Speaker, the advisory panel of the Minister of Fisheries, Oceans and the Canadian Coast Guard to study northern shrimp allocation is woefully unbalanced and biased."
0000362,2017 02 10 1,0.362127,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",CPC,6,3,I do not really understand how they can see that as a good thing. 
0000593,2016 06 07 2,0.363512,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",LIB,6,6,"We think a better idea is to have a transparent process, with predictable timelines and ways in which Canadians can let government know what they think is in the national interest, after which the government will decide."
0000927,2015 04 01 6,0.364061,"Ms. Niki Ashton (Churchill, NDP)",NDP,7,4,"These are very strong words, words that must be acknowledged by the Prime Minister."
0000119,2017 10 20 8,0.367779,Kamal Khera,LIB,5,6,"As the Prime Minister stated, we will not be going after anyone's retail employee discounts."
0000963,2015 03 09 2,0.367923,"Mr. Charlie Angus (Timmins—James Bay, NDP)",NDP,6,3,"Let us stick on the issue here, because not only are Conservative insiders being subpoenaed, but last week we learned that a number of key Conservative MPs have been called to testify."
0000921,2015 04 01 0,0.369971,"Right Hon. Stephen Harper (Prime Minister, CPC)",CPC,5,4,We have done a lot for the manufacturing sector despite opposition from the NDP.
0000427,2016 12 02 6,0.370464,"Mr. Terry Beech (Parliamentary Secretary for Science, Lib.)",LIB,6,7,I am pleased to share with the member for Laurentides—Labellethat this new cohort of Canada research chairs will include one of the largest proportions of female researchers since the program began.
0000772,2016 01 28 1,0.371186,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,6,4,Not only did Canadians vote against those policies in the last election but we will vote against those policies today in the House of Commons.
0000163,2017 09 22 2,0.372101,Joel Lightbound,LIB,5,7,Farm family members can continue working.
0000050,2017 11 28 9,0.373298,Navdeep Bains,LIB,4,6,This is about creating good-quality jobs for students for today and tomorrow.
0000757,2016 02 05 6,0.373686,"Hon. Marc Garneau (Minister of Transport, Lib.):",LIB,5,6,"When he met with the Premier of Alberta, he undertook to fast-track $700 million worth of infrastructure."
0000410,2016 12 12 9,0.374908,"Mr. Louis Plamondon (Bécancour—Nicolet—Saurel, BQ)",BQ,7,3,Only the banks and the Liberals are in favour of the bill.
0000607,2016 06 02 6,0.376090,"Mr. Mark Strahl (Chilliwack—Hope, CPC)",CPC,5,4,"Mr. Speaker, the Ethics Commissioner has ruled that the new Minister of Fisheries, Oceans and the Canadian Coast Guard cannot have any dealings with the Irving family."
0000930,2015 04 01 9,0.378107,"M. François Pilon (Laval—Les Îles, NPD)",NDP,7,3,Will the government honour the City of Laval's request or will it plough ahead with the installation of community boxes?
0000521,2016 10 06 0,0.378898,"Mr. Romeo Saganash (Abitibi—Baie-James—Nunavik—Eeyou, NDP)",NDP,7,4,"Mr. Speaker, not only is the Prime Minister responsible for the youth file, but I believe I heard him promise a new nation-to-nation relationship with indigenous peoples."
0000484,2016 10 31 3,0.379096,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,5,6,"That is why we have made historic investments of $8.4 billion in budget 2016, and that is why we recognize there is much more to do and why we are going to continue working on that."
0000210,2017 06 09 9,0.379419,Marc Garneau,LIB,4,6,"As members know, in the 2017 budget, we did identify a national trade corridors fund, and that will also specifically recognize transportation in the north of our country, as well as the $2 billion rural and northern infrastructure—"
0000245,2017 05 15 4,0.379803,Bardish Chagger,LIB,5,7,"Mr. Speaker, I have mentioned that we have put in place a new appointment process that supports open, transparent, and merit-based selection. "
0000541,2016 09 28 0,0.380492,"Hon. Rona Ambrose (Leader of the Opposition, CPC)",CON,7,4,"Will he do the right thing, get shovels in the ground, and get these people to work?"
0000390,2017 02 02 9,0.381647,"Hon. Navdeep Bains (Minister of Innovation, Science and Economic Development, Lib.)",LIB,5,6,"Mr. Speaker, I would like to thank the member for again talking about the connect to innovate program."
0000696,2016 04 11 5,0.383444,"Mr. Gérard Deltell (Louis-Saint-Laurent, CPC)",CPC,5,6,"With respect to job creation, it says in the budget that 146,000 new jobs will be preserved."
0000033,2017 12 01 2,0.384319,Ruth Ellen Brosseau,NDP,7,3,It seems to me that the government learned nothing from the Madeleine Meilleur fiasco.
0000599,2016 06 07 8,0.385533,"Hon. Mélanie Joly (Minister of Canadian Heritage, Lib.)",LIB,6,6,"Mr. Speaker, I assure my colleague that our two official languages are very important to this government. "
0000778,2016 01 28 7,0.386526,"Hon. Diane Lebouthillier (Minister of National Revenue, Lib.)",LIB,5,7,I thank my colleague from Northwest Territories for the question.
0000412,2016 12 07 1,0.387461,"Hon. Bardish Chagger (Leader of the Government in the House of Commons and Minister of Small Business and Tourism, Lib.)",LIB,6,6,"I want to assure Canadians that the rules governing fundraising are among the strictest in the country, and we follow the rules."
0000184,2017 06 20 3,0.388249,Ralph Goodale,LIB,4,6,We have listened carefully to Canadians and we have implemented their advice.
0000297,2017 04 07 6,0.388958,"M. Bernard Généreux (Montmagny—L'Islet—Kamouraska—Rivière-du-Loup, PCC)",CPC,4,4,"Mr. Speaker, this week, Clément Massé, president of the Barreau du Bas-Saint-Laurent-Gaspésie-Îles-de-la-Madeleine expressed his concern about the lack of Quebec Superior Court judges."
0000542,2016 09 28 1,0.392774,"Right Hon. Justin Trudeau (Prime Minister, Lib.)",LIB,7,4,"Mr. Speaker, after 10 years of failed policies on growth that consisted mostly of tax breaks for the wealthiest Canadians, we are actually working to draw in global investment to demonstrate to Canadians and to the world that we understand that building a strong economy that works for the middle class goes hand in hand with creating a sustainable, protected environment."
0000004,2017 12 13 3,0.393072,Justin Trudeau,LIB,7,3,"The problem was that they fired 700 people in order to book the savings they were counting on so they could magically balance the budget just in time for the election, to try to save their skins from their terrible economic performance over the past 10 years."
0000155,2017 09 27 4,0.393094,Justin Trudeau,LIB,7,3,"Mr. Speaker, the only distortions are the ones brought forward by the member opposite, who is trying to scare small business owners and torque an issue to defend the approach the Conservatives have always taken of benefiting the wealthy and ignoring the hard-working Canadians who will work every day to build this country."
0000102,2017 10 25 1,0.394486,Charlie Angus,NDP,7,3,"There is something fundamentally wrong in a nation where indigenous families have to give their children away, while we have a finance minister who cannot remember that he owns a villa in the south of France."
0000079,2017 11 07 8,0.395036,Nathan Cullen,NDP,6,4,For years they fought against the release of the so-called tax gap in Canada.
0000915,2015 04 21 4,0.397655,"Hon. Shelly Glover (Minister of Canadian Heritage and Official Languages, CPC)",CPC,4,5,"Mr. Speaker, let me be clear: the Canadian Science and Engineering Hall of Fame is simply housed at the museum."
0000816,2015 06 17 5,0.398349,"Hon. Pierre Poilievre (Minister of Employment and Social Development and Minister for Democratic Reform, CPC)",CPC,6,7,which is why they support us.
0000679,2016 04 19 8,0.399520,"Hon. Jane Philpott (Minister of Health, Lib.)",LIB,5,4,"Mr. Speaker, I would agree with my hon. colleague that Canadians do not have access to high-quality palliative care in a manner that is acceptable."
0000650,2016 05 09 9,0.399941,"Hon. Jim Carr (Minister of Natural Resources, Lib.)",LIB,5,6,"  It is very clear to all Canadians the way in which we will proceed, which is principled with a predictability of timing and with meaningful consultation with aboriginal peoples."
